acronym,title,projectUrl,status,
EUROTRAPS,Natural course pathophysiology models for early diagnosis prevention and innovative treatment of TNF Receptor Associated Periodic Syndrome TRAPS with application for all hereditary recurrent fevers,http://fmf.igh.cnrs.fr/ISSAID/EUROTRAPS/,,
EUTRIGTREAT,Identification and therapeutic targeting of common arrhythmia trigger mechanisms,http://www.eutrigtreat.eu/,,
LEUKOTREAT,Therapeutic challenge in Leukodystrophies Translational and ethical research towards clinical trials,http://www.leukotreat.eu/,,
ACCORD,Alignment of Capability and Capacity for the Objective of Reducing Debris,http://www.fp7-accord.eu/,,
MICRO-DRESS,Customised Wearable Functionality and Eco Materials Extending the limits of Apparel Mass customisation,http://www.micro-dress.eu/,,
BOOSTER,BiO dOSimetric Tools for triagE to Responders,http://www.booster-project.org/,,
CRISIS,CRitical Incident management training System using an Interactive Simulation environment,http://idc.mdx.ac.uk/projects/crisis/,,
TRANSEURO,NEURAL TRANSPLANTATION IN THE TREATMENT OF PATIENTS WITH PARKINSON S DISEASE,http://www.transeuro.org.uk/,,
REDONTAP,Proposal for the Continuous Proliferation Simultaneous Maturation of Haematopoietic Stem Cells into Blood Cell Lineages,http://redontap.com/,,
NEUROFAST,The Integrated Neurobiology of Food Intake Addiction and Stress,http://www.neurofast.eu/,,
NANODIRECT,Toolbox for Directed and Controlled Self Assembly of nano Colloids,http://nanodirect.eu/,,
ALFA-BIRD,Alternative Fuels and Biofuels for Aircraft Development,http://www.alfa-bird.eu-vri.eu/,,
IMAGEMEND,IMAging GEnetics for MENtal Disorders,http://www.imagemend.eu/,,
LEMSUPER,LIGHT ELEMENT MOLECULAR SUPERCONDUCTIVITY AN INTERDISCIPLINARY APPROACH,http://lemsuper.eu/,,
SEAT,Sustainable trade in ethical aquaculture,http://seatglobal.eu/,,
EURO-JUSTIS,SCIENTIFIC INDICATORS OF CONFIDENCE IN JUSTICE TOOLS FOR POLICY ASSESSMENT,http://www.eurojustis.eu/,,
MONACAT,Monolithic reactors structured at the nano and micro levels for catalytic water purification,http://nano4water.eu/?id=48,,
EUSTROKE,European Stroke Research Network,http://www.europeanstrokenetwork.eu/,,
DREAM,Design and development of REAlistic food Models with well characterised micro and macro structure and composition,http://www.dream-project.eu/,,
RUDI,Assessing the Impact of Rural Development Policies,http://www.rudi-europe.net/,,
NANORUCER,Mapping the NANOtechnology innovation system of RUssia for preparing future Cooperations between the EU and Russia,http://nanorucer.de/nanorucer/inhalte/start.php,,
DETECTER,Detection Technologies Terrorism Ethics and Human Rights,http://www.detecter.bham.ac.uk/index.shtml,,
EURONANOMED,EUROpean network of trans national collaborative RTD in the field of NANOMEDicine,http://www.euronanomed.net/,,
NAIMIT,Novel immunotherapies for type 1 diabetes,http://naimit.eu/,,
SP4ESP,Implementing the European Space Policy A Coherent European Procurement Law and Policy for the Space Sector Towards a Third Way,http://www.sp4esp.eu/,,
KNOWLEDGE2INNOVATION,Promoting the exploitation of scientific knowledge through academia industry cooperation in the Knowledge Based Bio Economy in Europe and beyond,http://knowledge2innovation.eu/,,
MERCURY,Multilateralism and the EU in the Contemporary Global Order,http://www.mercury-fp7.net/,,
STRAW,SECURITY TECHNOLOGY ACTIVE WATCH,http://www.straw-project.eu/,,
NAD,NANOPARTICLES FOR THERAPY AND DIAGNOSIS OF ALZHEIMER DISEASE,http://www.nadproject.eu/,,
COPIRIDE,Combining Process Intensification driven Manufacture of Microstructured Reactors and Process Design regarding to Industrial Dimensions and Environment,http://www.copiride.eu/,,
AFORE,Forest biorefineries Added value from chemicals and polymers by new integrated separation fractionation and upgrading technologies,http://www.eu-afore.fi/,,
MITOTARGET,Mitochondrial dysfunction in neurodegenerative diseases towards new therapeutics,http://www.top10test.org/,,
GAMEXP,Genomic approaches to metabolite exploitation from Xenorhabdus Photorhabdus,http://www.gamexp.eu/,,
SAFE-COMMS,Counter Terrorism Crisis Communications Strategies for Recovery and Continuity,https://faculty.biu.ac.il/~sshpiro/,,
HEALTHATWORK,An inquiry into the health and safety at work a European Union perspective,http://www.abdn.ac.uk/haw/,,
LIVEDIVERSE,Sustainable Livelihoods and Biodiversity in Riparian Areas in Developing Countries,http://www.Livediverse.eu/,,
HAMLET,Human ModeL MATROSHKA for Radiation Exposure Determination of Astronauts,http://www.fp7-hamlet.eu/,,
EU-GRASP,Changing Multilateralism The EU as a Global regional Actor in Security and Peace,http://www.eugrasp.eu/,,
LOTUS,Localisation of Threat Substances in Urban Society,http://www.foi.se/en/Customer--Partners/Projects/LOTUS1/LOTUS/,,
TIME FOR NANO,TIME for Nano Tools to Increase Mass Engagement for Nanotechnology,http://www.timefornano.eu/,,
WHYWEAGE,A road map for European ageing research,http://www.whyweage.eu/,,
DOPAMINET,Molecular Networks of Dopaminergic Neurons in Chordates,http://www.dopaminet.eu/,,
NEMO,Novel high performance enzymes and micro organisms for conversion of lignocellulosic biomass to bioethanol,http://nemo.vtt.fi/,,
INDECT,Intelligent Information System Supporting Observation Searching and Detection for Security of Citizens in Urban Environment,http://www.indect-project.eu/,,
SECURENV,Assessment of environmental accidents from a security perspective,http://www.securenv.eu/,,
EU-PACT,A pharmacogenomic approach to coumarin anticoagulant therapy,http://www.uu.nl/en/organisation/faculty-of-science,,
SCHIZDX,Developing minimally invasive tools and technologies for high throughput low cost molecular assays for the early diagnosis of schizophrenia and other psychiatric disorders,http://schizdx.pera.com/,,
ECONWELFARE,Good animal welfare in a socio economic context Project to promote insight on the impact for the animal the production chain and society of upgrading animal welfare standards,http://www.econwelfare.eu/,,
SELFDOTT,From capture based to SELF sustained aquaculture and Domestication Of bluefin tuna Thunnus thynnus,https://sites.google.com/site/selfdottpublic/,,
MAFE,Migration between Africa and Europe,http://www.mafeproject.com/,,
ESPRIT,Resource Efficient Self Reinforced Plastic Materials and Processing,http://www.espritproject.eu/,,
NHECD,Nano health environment commented database,http://www.nhecd-fp7.eu/index.php?id=515,,
GILDED,Governance Infrastructure Lifestyle Dynamics and Energy Demand European Post Carbon Communities,http://gildedeu.hutton.ac.uk/,,
SALMOTRIP,Feasibility study of triploid salmon production,http://www.salmotrip.stir.ac.uk/,,
INFRA,Innovative and Novel First Responders Applications,http://www.infra-fp7.com/,,
NMP TEAM,Improving the services of the NMP NCP Network through Trans national Activities,http://www.nmpteam.com/,,
PROMINE,Nano particle products from new mineral resources in Europe,http://promine.gtk.fi/,,
HIVIND,The antiretroviral roll out for HIV in India strengthening capacity to promote adherence and patient follow up in the context,http://hivind.eu/,,
COGS,Collaborative Oncological Gene environment Study,http://www.cogseu.org/,,
PROSPER,Prostate cancer profiling and evaluation of ncRNA,http://www.uta.fi/bmt/,,
ENCITE,European Network for Cell Imaging and Tracking Expertise,http://www.encite.org/cms/website.php,,
FMTXCT,Hybrid Fluorescence Molecular Tomography and X ray Computed Tomography system and method,http://www.fmt-xct.eu/,,
EVA,Markers for emphysema versus airway disease in COPD,http://www.eva-copd.eu/,,
MASTER,Microwave Amplification by Spin Transfer Emission Radiation,http://iramis.cea.fr/spec/Phocea/Page/index.php?id=23,,
CLEAR-UP,Clean buildings along with resource efficiency enhancement using appropriate materials and technology,http://www.clear-up.eu/,,
BIOELECTRICSURFACE,Electrically modified biomaterials surface,http://www.bioelectricsurface.eu/,,
EFECTS,Efficient Environmental Friendly Electro Ceramics Coating Technology and Synthesis,http://www.efects.eu/,,
COST-EFFECTIVE,Resource and Cost effective integration of renewables in existing high rise buildings,http://www.cost-effective-renewables.eu/,,
EUMET,OLEFIN METATHESIS AS A PRACTICAL SYNTHETIC TOOL,http://www.eumet.unisa.it/,,
PARTICOAT,New multipurpose coating systems based on novel particle technology for extreme environments at high temperatures,http://www.particoat.eu/,,
AHEAD III,ASSESSMENT OF HEARING IN THE ELDERLY AGING AND DEGENERATION INTEGRATION THROUGH IMMEDIATE INTERVENTION,http://www.ahead.polimi.it/,,
BRAINSYNC,Large scale interactions in brain networks and their breakdown in brain diseases,http://www.brainsynch.org/,,
METACANCER,Identification and validation of new breast cancer biomarkers based on integrated metabolomics,http://www.metacancer-fp7.eu/index.php?id=349,,
GMSAFOOD,Biomarkers for post market monitoring of short and long term effects of genetically modified organisms GMOs on animal and human health,http://www.gmsafoodproject.eu/,,
INSTAPA,Novel staple food based strategies to improve micronutrient status for better health and development in sub Saharan Africa,http://www.instapa.org/instapa,,
BIAMFOOD,Controlling Biogenic Amines in Traditional Food Fermentations in Regional Europe,http://biamfood.eu/,,
ROBUSTMILK,Innovative and Practical Breeding Tools for Improved Dairy Products from More Robust Dairy Cattle,http://www.robustmilk.eu/,,
REDNEX,Innovative and practical management approaches to reduce nitrogen excretion by ruminants,http://www.rednex-fp7.eu/,,
EUPHOROS,EFFICIENT USE OF INPUT IN PROTECTED HORTICULTURE,http://www.wageningenur.nl/en/Research-Results/Projects-and-programmes/Euphoros-1.htm,,
LIPIDIDIET,THERAPEUTIC AND PREVENTIVE IMPACT OF NUTRITIONAL LIPIDS ON NEURONAL AND COGNITIVE PERFORMANCE IN AGING ALZHEIMER S DISEASE AND VASCULAR DEMENTIA,http://www.lipididiet.progressima.eu/,,
FLABEL,Food Labelling to Advance Better Education for Life,http://www.flabel.org/en/,,
CARDIORISK,The mechanisms of cardiovascular risks after low radiation doses,http://www.cardiorisk.eu/,,
SEDENTEXCT,Safety and Efficacy of a New and Emerging Dental X ray Modality,http://www.sedentexct.eu/,,
VISION,Immersive interface technologies for life cycle human oriented activities in interactive aircraft related virtual products,http://www.project-vision.eu/about-the-project,,
EUROBROADMAP,EUROPEAN UNION THE WORLD SEEN FROM ABROAD,http://www.eurobroadmap.eu/,,
LIGHT-ROLLS,High throughput production platform for the manufacture of light emitting components,http://www.light-rolls.eu/,,
REPROBESITY,Search for new therapeutic agents against complicated obesity by reprofiling existing drugs,http://reprobesity.eu/,,
SFERA,Sub surface Fast internal Engraving and Reading system for Anticounterfeiting applications,http://www.scheidenpilz.co/,,
DIRECT,DIsseminate Research funded by EC improving Treatment options for children suffering from cancer,http://www.overcomingcancerwithresearch.eu/index.html,,
ENAROMATIC,European Network for Advanced Research on Olfaction for Malaria Transmitting Insect Control,http://enaromatic.bio.demokritos.gr/,,
DISCONTOOLS,Development of the most effective tools to control infectious diseases in animals,http://www.discontools.eu/,,
ETHERPATHS,Characterization and modelling of dietary effects mediated by gut microbiota on lipid metabolism,http://www.etherpaths.org/,,
STEPS,STrengthening Engagement in Public health research,http://www.steps-ph.eu/,,
APTAR,GLOBAL SOLUTION FOR SLAUGHTERHOUSES TANNERIES AND PHYTOSANITARY SECTORS TREATMENT OF CATEGORY 3 ANIMAL WASTES AND PRODUCTION HIGH VALUE PRODUCT WITH BIO PESTICIDE PROPERTIES,http://www.zurkoresearch.com/aptar/,,
TALOS,Transportable Autonomous patrol for Land bOrder Surveillance,http://www.talos-border.eu/,,
DISC REGENERATION,Novel biofunctional high porous polymer scaffolds and techniques controlling angiogenesis for the regeneration and repair of the degenerated intervertebral disc,http://www.disc-regeneration.eu/,,
MICROFLEX,Micro fabrication production technology for MEMS on new emerging smart textiles flexibles,http://microflex.ecs.soton.ac.uk/,,
FUTURESME,Future Industrial Model for SMEs,http://www.futuresme.eu/,,
DISMEVAL,Developing and validating disease management evaluation methods for European health care systems,http://www.dismeval.eu/,,
EVINCI-STUDY,Evaluation of Integrated Cardiac Imaging for the Detection and Characterization of Ischemic Heart Disease,http://www.escardio.org/vgn-ext-templating/404/page-not-found,,
SEYLE,Saving and Empowering Young Lives in Europe Promote health through prevention of risk taking and self destructive behaviors,http://www.seyle.eu/,,
RESILIENCE2050.EU,New design principles fostering safety agility and resilience for ATM,http://resilience2050.innaxis.org/,,
ALIGHT,AlGaInN materials on semi polar templates for yellow emission in solid state lighting applications,http://www.alight-project.eu/,,
SUSFOFLEX,SMART and SUSTAINABLE FOOD PACKAGING UTILIZING FLEXIBLE PRINTED INTELLIGENCE and MATERIALS TECHNOLOGIES,http://www.susfoflex.com/,,
HIT-GATE,Heterogeneous Interoperable Transportable GATEway for First Responders,http://www.hit-gate.eu/,,
EUROFIT,Social innovation to improve physical activity and sedentary behaviour through elite European football clubs European Fans in Training,http://eurofitfp7.eu/,,
BREAST CT,Dedicated CT of the Female Breast Feasibility optimization and comparison to standard x ray procedures digital mammography and tomosynthesis,http://www.imp.uni-erlangen.de/BreastCT/,,
SPIDIMAN,Single Port Insulin Infusion for Improved Diabetes Management,http://www.joanneum.at/,,
ECOADAPT,Ecosystem based strategies and innovations in water governance networks for adaptation to climate change in Latin American Landscapes,https://sites.google.com/site/ecoadaptproject/,,
SYSTEMS MICROSCOPY,Systems microscopy a key enabling methodology for next generation systems biology,http://www.systemsmicroscopy.eu/,,
NANOINSULATE,Development of Nanotechnology based High performance Opaque Transparent Insulation Systems for Energy efficient Buildings,http://filestore.nanoinsulate.eu/,,
IMPACT,Improved Millets for Phosphate ACquisition and Transport,http://www.csr-impact.eu/,,
PATHWAY-27,PIVOTAL ASSESSMENT OF THE EFFECTS OF BIOACTIVES ON HEALTH AND WELLBEING FROM HUMAN GENOMA TO FOOD INDUSTRY PATHWAY,http://pathway27.eu/,,
AFHELO,Preclinical proof of concept of AF243 potency to prevent and or treat sensorineural hearing loss,http://www.afhelo.eu/,,
HERA JRP CE,HERA Joint Research Programme Cultural Encounters,http://heranet.info/,,
