acronym,title,projectUrl
INHERITANCE,INtegrated HEart Research In TrANslational genetics of dilated Cardiomyopathies in Europe,http://www.inheritanceproject.eu/index.php
NEUROBID,Neuroscience on Barriers in Development,http://www.neurobid.eu
MYCORED,Novel integrated strategies for worldwide mycotoxin reduction  in the food and feed chains,http://www.mycored.eu/
RUFUS,Rural Future Networks,http://www.rufus-eu.de/
ARCH,Agenda for research on chernobyl health (ARCH): to develop of a strategic plan for research on the health consequences of radiation from the chernobyl accident,http://arch.iarc.fr
DIAPREPP,"""DIAbetes type 1 PRediction, Early Pathogenesis and Prevention""",http://www.diaprepp.eu/
SPINAL CORD REPAIR,Spinal locomotor circuits: organization and repair after injury,http://www.spinalcordrepair.eu/
IBDASE,Mucosal protease and their inhibitors in inflammatory bowel disease: From etiopathogenetic insight to innovative therapy,http://www.ibdase.org/
FAD,Fighting Aneurysmal Diseases,http://www.fighting-aneurysm.org/
2-BE-SAFE,2-WHEELER BEHAVIOUR AND SAFETY,http://www.2besafe.eu/
PILLS,Process intensification methodolgies for liquid-liquid systems in structured equipment,http://www.fp7pills.eu
SPICY,Smart tools for Prediction and Improvement of Crop Yield,http://www.spicyweb.eu/
GENODISC,Disc-degeneration linked pathologies: novel biomarkers and diagnostics for targeting treatment and repair,http://www.physiol.ox.ac.uk/genodisc/index.html
SSHOES,SPECIAL SHOES MOVEMENT,http://www.sshoes.eu
FULL4HEALTH,Understanding food-gut-brain mechanisms across the lifespan in the regulation of hunger and satiety for health,http://www.full4health.eu/
WASIS,Composite fuselage section Wafer Design Approach for Safety Increasing in Worst Case Situations and Joints Minimizing,http://www.wasis.eu
BISNANO,Functionalities of Bismuth based nanostructures,http://www.bisnano.eu
ECLAT,European Cluster Assimilation Technolgy,http://www2.le.ac.uk/departments/physics/research/rspp/missions/eclat/eclat-european-cluster-assimilation-technology/
SAVEME,"""A Modular Nanosystems Platform for Advanced Cancer Management:  Nano-vehicles; Tumor Targeting and Penetration Agents; Molecular Imaging, Degradome based Therapy""",http://fp7-saveme.com/
EUROSPIN,European Consortium on Synaptic Protein Networks in Neurological and Psychiatric Diseases,http://eurospin.mpg.de
COMESEP,COronal Mass Ejections and Solar Energetic Particles: forecasting the space weather impact,http://www.comesep.eu 
(CTA-PP)",http://www.cta-observatory.org
CCH FEVER,"""Crimean Congo Hemorrhagic Fever; Modern Approaches to  Diagnostics, Surveillance, Prevention, Therapy and Preparedness.""",http://www.cch-fever.eu/
WOODLIFE,Extended service-life and improved properties of wood products through the use of functional nanoparticles in clear coating and adhesive systems,http://www.woodlifeproject.com
TRANSPARENCY,Adaptive Business Collaboration by progressive knowledge sharing and engineering,http://www.transparency-project.eu
IMS&CPS,Innovative Material Synergies & Composite Processing Strategies,http://www.imscps.eu
IC2,Intelligent and Customized Tooling,http://www.ic2-eu.org
LEGUME-FUTURES,Legume-supported cropping systems for Europe,http://www.legumefutures.eu/
ATHENA,AnThocyanin and polyphenol bioactives for Health Enhancement through Nutritional Advancement,http://www.athena-flora.eu/
NEXTGEN,Next generation methods to preserve farm animal biodiversity by optimizing present and future breeding options,http://nextgen.vitamib.com
PROTECTRAIL,The Railway-Industry Partnership for Integrated Security of Rail Transport,http://www.protectrail.eu/
NIMBL,"""Nuclease Immune Mediated Brain and Lupus-like conditions (NIMBL): natural history, pathophysiology, diagnostic and therapeutic modalities with application to other disorders of autoimmunity""",http://www.nimbl.eu/ni/Home
MINDVIEW,Multimodal Imaging of Neurological Disorders,http://www.mindview.i3m.upv.es/
REQUITE,Validating predictive models of radiotherapy toxicity to improve quality-of-life and reduce side-effects in cancer survivors,http://www.requite.eu/
PLASTICISE,Promotion of plasticity as a treatment for neurodegenerative conditions,http://www.plasticise.eu
INNOS&T,Innovative S&T indicators combining patent data and surveys: Empirical models and policy analyses,http://www.innost.unibocconi.it/
MAGISTER,Magnetic Scaffolds for in vivo Tissue Engineering,http://www.magister-project.eu/
ULTRAMAGNETRON,Ultrafast All-Optical Magnetization Reversal for Magnetic Recording and Laser-Controlled Spintronics,http://www.ultramagnetron.org/
NANOTOUGH,Nanostructured Toughened Hybrid Nanocomposites for High Performance Applications,http://www.nanotough.aau.dk
THOR,Thermohaline Overturning - at Risk?,http://www.eu-thor.eu
PALMS,Palm harvest impacts in tropical forests,http://www.fp7-palms.org
SUME,Sustainable Urban Metabolism for Europe,http://www.sume.at/
CERTCOST,Economic analysis of certification systems for organic food and farming,http://www.certcost.org/
DIABIMMUNE,Pathogenesis of Type 1 Diabetes - Testing the Hygiene Hypothesis,http://www.diabimmune.org/
SFMET,HGF/SF and MET in metastasis,http://www2.mrc-lmb.cam.ac.uk/sfmet/index.html
TELOMARKER,"""Identification and characterization of novel human telomere-related biomarkers that aid cancer management by improving patient diagnosis, treatment selection, response monitoring, and drug development""",http://www.brunel.ac.uk/research/TeloMarker
EUROTRAPS,"""Natural course, pathophysiology, models for early diagnosis, prevention and innovative treatment of TNF Receptor Associated Periodic Syndrome TRAPS with application for all hereditary recurrent fevers""",http://fmf.igh.cnrs.fr/ISSAID/EUROTRAPS
EUTRIGTREAT,Identification and therapeutic targeting of common arrhythmia trigger mechanisms,http://www.eutrigtreat.eu
LEUKOTREAT,Therapeutic challenge in Leukodystrophies: Translational and ethical research towards clinical trials,http://leukotreat.eu/
ACCORD,Alignment of Capability and Capacity for the Objective of Reducing Debris,http://www.fp7-accord.eu/
ENBREC,European Network of Bipolar Research Expert Centres,http://www.chusa.upmc.fr/ENBREC/
POPJIM,Plug and Produce Joint Interface Modules,http://www.popjim.com/
LOGSEC,Development of a strategic roadmap towards a large scale demonstration project in European logistics and supply chain security,http://www.logsec.org/
MICRO-DRESS,Customised Wearable Functionality and Eco-Materials – Extending the limits of Apparel Mass customisation,http://www.micro-dress.eu
MEDALL,Mechanisms of the Development of ALLergy,http://www.medall-fp7.eu
BOOSTER,BiO-dOSimetric Tools for triagE to Responders,http://www.booster-project.org/
CRISIS,CRitical Incident management training System using an Interactive Simulation environment,http://www.crisis-project.eu
TRANSEURO,NEURAL TRANSPLANTATION IN THE TREATMENT OF PATIENTS WITH PARKINSON’S DISEASE,http://www.transeuro.org.uk/
SYSKID,Systems biology towards novel chronic kidney disease diagnosis and treatment,http://www.syskid.eu
REDONTAP,Proposal for the Continuous Proliferation & Simultaneous Maturation of Haematopoietic Stem Cells into Blood Cell Lineages,http://www.redontap.com
NEUROFAST,"""The Integrated Neurobiology of Food Intake, Addiction and Stress.""",http://www.neurofast.eu/
NANODIRECT,Toolbox for Directed and Controlled Self-Assembly of nano-Colloids,http://www.nanodirect.eu
ALFA-BIRD,Alternative Fuels and Biofuels for Aircraft Development,http://www.alfa-bird.eu-vri.eu/
IMAGEMEND,IMAging GEnetics for MENtal Disorders,http://www.imagemend.eu/
LEMSUPER,LIGHT ELEMENT MOLECULAR SUPERCONDUCTIVITY: AN INTERDISCIPLINARY APPROACH,http://lemsuper.eu/
SEAT,Sustainable trade in ethical aquaculture,http://www.seatglobal.eu
EURO-JUSTIS,SCIENTIFIC INDICATORS OF CONFIDENCE IN JUSTICE: TOOLS FOR POLICY ASSESSMENT,http://www.eurojustis.eu/
MONACAT,Monolithic reactors structured at the nano and micro levels for catalytic water purification,http://nano4water.eu/?id=48
EUSTROKE,European Stroke Research Network,http://www.europeanstrokenetwork.eu
MAPEER SME,Making Progress and Economic Enhancement a Reality for SMEs,http://english.ivsz.hu/engine.aspx?page=mapeer-about
DREAM,Design and development of REAlistic food Models with well-characterised micro- and macro-structure and composition,http://www.dream-project.eu/
RUDI,Assessing the Impact of Rural Development Policies,http://www.rudi-europe.net/
NANORUCER,Mapping the NANOtechnology innovation system of RUssia for preparing future Cooperations between the EU and Russia,http://www.nanorucer.de
DEVANX,Serotonin and GABA-B receptors in anxiety :  from developmental risk factors to treatment,http://www.devanx.vitamib.com
DETECTER,"""Detection Technologies, Terrorism, Ethics and Human Rights""",http://www.detecter.bham.ac.uk/index.shtml
EURONANOMED,EUROpean network of trans-national collaborative RTD in the field of NANOMEDicine,http://www.euronanomed.net
EUGENE,"""Improving coordination, visibility and impact of European GEOSS contributions by establishing a EUropean GEoss NEtwork (EUGENE)""",http://www.eugene-fp7.eu/
NAIMIT,Novel immunotherapies for type 1 diabetes,http://www.naimit.eu
SP4ESP,Implementing the European Space Policy: A Coherent European Procurement Law and Policy for the Space Sector – Towards a Third Way,http://www.sp4esp.eu/
KNOWLEDGE2INNOVATION,Promoting the exploitation of scientific knowledge through academia–industry cooperation in the Knowledge-Based Bio-Economy in Europe and beyond,http://www.knowledge2innovation.eu/
MERCURY,Multilateralism and the EU in the Contemporary Global Order,http://www.mercury-fp7.net
STRAW,SECURITY TECHNOLOGY ACTIVE WATCH,http://www.straw-project.eu
NAD,NANOPARTICLES FOR THERAPY AND DIAGNOSIS OF ALZHEIMER DISEASE,http://www.nadproject.eu/
COPIRIDE,Combining Process Intensification-driven Manufacture of Microstructured Reactors and Process Design regarding to Industrial Dimensions and Environment,http://www.copiride.eu
AFORE,"""Forest biorefineries: Added-value from chemicals and polymers by new integrated separation, fractionation and upgrading technologies""",http://www.eu-afore.fi
MITOTARGET,Mitochondrial dysfunction in neurodegenerative diseases: towards new therapeutics,http://www.mitotarget.eu
GAMEXP,"""Genomic approaches to metabolite exploitation from Xenorhabdus, Photorhabdus""",http://www.gamexp.eu/ 
SAFE-COMMS,Counter-Terrorism Crisis Communications Strategies for Recovery and Continuity,http://faculty.biu.ac.il/~sshpiro/
HEALTHATWORK,An inquiry into the health and safety at work; a European Union perspective,http://www.abdn.ac.uk/haw
LIVEDIVERSE,Sustainable Livelihoods and Biodiversity in Riparian Areas in Developing Countries,http://www.Livediverse.eu
HAMLET,Human ModeL MATROSHKA for Radiation Exposure Determination of Astronauts,http://www.fp7-hamlet.eu
STAVE,Space Transportation Assets Valorisation in Europe,http://www.stave-fp7.eu
EU-GRASP,Changing Multilateralism: The EU as a Global-regional Actor in Security and Peace,http://www.eugrasp.eu
LOTUS,Localisation of Threat Substances in Urban Society,http://www.lotusfp7.eu
REBIOFOAM,Development of a flexible and energy-efficient pressurised microwave heating process to produce 3D-shaped renewable bio-polymer foams for a novel generation of transportation packaging,http://www.rebiofoam.eu/
TIME FOR NANO,TIME for Nano - Tools to Increase Mass Engagement for Nanotechnology,http://www.timefornano.eu
WHYWEAGE,A road map for European ageing research,http://www.whyweage.eu/
TOLERAGE,Normalisation of immune reactivity in old age – from basic mechanisms to clinical application,http://www.tolerage.eu/
DOPAMINET,Molecular Networks of Dopaminergic Neurons in Chordates,http://www.dopaminet.eu/
NEMO,Novel high-performance enzymes and micro-organisms for conversion of lignocellulosic biomass to bioethanol,http://nemo.vtt.fi/
INDECT,"""Intelligent Information System Supporting Observation, Searching and Detection for Security of Citizens in Urban Environment""",http://www.indect-project.eu/
SECURENV,Assessment of environmental accidents from a security perspective,http://www.securenv.eu
EU-PACT,A pharmacogenomic approach to coumarin anticoagulant therapy,http://www.uu.nl/faculty/science/EN/organisation/depts/pharmaceuticalsciences/research/pp/projects/eupact/Pages/default.aspx
SCHIZDX,"""Developing minimally invasive, tools and technologies for high throughput, low cost molecular assays for the early diagnosis of schizophrenia and other psychiatric disorders""",http://schizdx.pera.com/
ECONWELFARE,"""Good animal welfare in a socio-economic context: Project to promote insight on the impact for the animal, the production chain and society of upgrading animal welfare standards.""",http://www.econwelfare.eu/
SELFDOTT,"""From capture based to SELF-sustained aquaculture and Domestication Of bluefin tuna, Thunnus thynnus""",http://www.selfdott.org
SWIFT,Supporting aWareness and Information dissemination activities for GMES Fast Track Services,http://www.gmes.info
MAFE,Migration between Africa and Europe,http://www.mafeproject.com/
SUPROGAL,SUstainable PROduction of GALanthamine by both in vitro and agricultural crops of highly galanthamine-containing plants,http://www.suprogal.eu/
NATEX,Aligned Natural Fibres and Textiles for Use in Structural Composite Applications,http://www.natex.eu/
ESPRIT,Resource-Efficient Self-Reinforced Plastic  Materials and Processing,http://www.espritproject.eu
NHECD,Nano health-environment commented database,http://www.nhecd-fp7.eu
