,title,projectUrl,acronym,return_code,redirect_url
2409,European School in Group Theory,https://www.imj-prg.fr/grg/,,302,https://www.imj-prg.fr/grg/
2411,The Second Demographic Transition in Europe,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
2412,The Structure of Learner Language,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
2413,"Euro Summer School ""Astrophysical Spectro-polarimetry""",http://www.iac.es/estudiantes.php?op1=120&op2=36&lang=en/info.html,,302,http://www.iac.es/estudiantes.php?op1=120&op2=36&lang=en/info.html
2415,Isaac Newton Institute for Mathematical Sciences Summer Schools in Mathematical Sciences Framework five series one,http://www.newton.ac.uk/,,302,http://www.newton.ac.uk/
2416,Mechanisms of cell Death and Disease: Advances in Therapeutic Intervention,http://www.esh.org,,200,
2417,8th International Conference on History of Language Sciences,http://www.ens-fcl.fr,,200,
2419,Mineral Surface Reactivity,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
2420,Molecules of Biological Interest in the Gas Phase,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
2421,Frontiers of Cellular Microbiology and Cell Biology,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
2422,Brain Development and Cognition in Human Infants,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
2424,Training in Cross-national Research with Longitudinal Household Panel Studies,http://www.liser.lu/,,301,http://www.liser.lu/
2425,"Biomathematics Euro Summer School on ""Spatial Structures in Biology and Ecology: Models and Methods""",http://www.mat.unimi.it/users/miriam/ESMTB/MARTINA-SS/summer_school.html,,302,http://www.mat.unimi.it/users/miriam/ESMTB/MARTINA-SS/summer_school.html
2426,From the Planck Scale to the Electroweak Scale,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
2430,Interdisciplinary practical summer courses on environmental risk assessment and advanced analytical techniques for contaminated and uncontamined matrices.,http://www.mhoff.com,,200,
2431,Fens Winter School: Nervous System Reaction to Neuronal Loss and Injury,https://www.uibk.ac.at/fakultaeten/,,301,https://www.uibk.ac.at/fakultaeten/
2434,Developmental Biology,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
2435,Modular Curves and Abelian Varieties,http://www.crm.es,,200,
2437,Second International Conference on Intersection Theory,http://www.matematica.unibo.it/it,,302,http://www.matematica.unibo.it/it
2438,6th and 7th Workshops on Non-linear Dynamics and Earthquake Prediction,http://www.ictp.trieste.it/404-page.aspx,,302,http://www.ictp.trieste.it/404-page.aspx
2440,"International EPS High Energy Physics Conference, Budapest 2001",http://www.hep2001.elte.hu,,200,
2442,"Combinatorics and Graph Theory: Algebraic, Algorithmic, Geometric And Probabilistic aspects",http://www.mycrmweb.com/,,301,http://www.mycrmweb.com/
2444,Advanced Courses on Group Actions and Manifolds,http://www.crm.es,,200,
2445,Advanced Environments and Tools for High Performance Computing,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
2451,Euroconference for microdissection technology and development and application of downstream tools,http://ukb.uni-bonn.de/quick2web/internet/internet.nsf/vwWebPagesByID/C0526C0952A570FFC1257770003719C9,,301,http://ukb.uni-bonn.de/quick2web/internet/internet.nsf/vwWebPagesByID/C0526C0952A570FFC1257770003719C9
2452,Advanced aeroacoustics,https://www.vki.ac.be/,,302,https://www.vki.ac.be/
2455,School on High-Dimensional Manifold Topology,http://www.ictp.trieste.it/404-page.aspx,,302,http://www.ictp.trieste.it/404-page.aspx
2456,Natural Waters and Water Technology,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
2457,Supramolecular Chemistry,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
2458,Neural Mechanisms of Learning and Memory,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
2459,Zeolite Molecular Sieves,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
2460,Higher dimensional varieties and rational points,http://www.renyi.hu/~arithgeo/,,200,
2462,MOUNT PELEE - 1902-2002 - Explosive volcanism in subduction zones,http://www.ipgp.jussieu.fr/fr,,301,http://www.ipgp.jussieu.fr/fr
2468,Clustering Individual TRuck Owners,http://www.citrotrans.com/,CITRO,200,
2470,3G European Location Based Advertising,http://www.e-lba.com,ELBA,200,
2471,Development of Key Application Scenarios and Market Drivers for Polytronics,http://www.polyscene.de/,POLYSCENE,200,
2473,"IPv6, QoS & POWER line integration",http://www.6power.org,6POWER,200,
2475,A new media platform to accelerate public awareness on IST,http://www.istchannel.com/,IST-TV,200,
2477,"Deep Structure, Singularities, and Computer Vision",http://www.itu.dk/404,DSSCV,302,http://www.itu.dk/404
2478,Promoting CONSENSUS in assessing driving ability of PSN through common methodologies and normative tools,http://www.consensus-eu.org/,CONSENSUS,200,
2481,Linear Access to Mathematics for Braille Device andAudio-synthesis,http://www.lambdaproject.org,LAMBDA,200,
2483,"Modelling, Simulation and Control of Nonsmooth Dynamical Systems",http://siconos.inrialpes.fr/,SICONOS,200,
2485,ELENA - Creating a Smart Space for Learning,http://www.elena-project.org/,ELENA,200,
2489,Anticipating Content Technology Needs: Business Monitor & Know-How Transfer,http://www.acten.net/,ACTEN,200,
2491,Flow Simulations On-demand Using Grid Computing,http://www.unizar.es/flowgrid/,FLOWGRID,200,
2492,Academic Internet Television Network (AITN),http://www.icm.edu.pl/web/guest,ICMAITN,301,http://www.icm.edu.pl/web/guest
2493,Learning Grid of Excellence Working Group,http://www.lege-wg.org,LEGE-WG,200,
2498,Corporate Software Engineering Knowledge Networks for Improved Training of the Work force,http://www.mobiforum.org/mbnet/main/index.html,MB-NET,200,
2499,"Active creation, delivery and management of efficient context aware services",http://context.upc.es,CONTEXT,200,
2501,Computer Physics Interdisciplinary Research and Applications,http://copira.if.uj.edu.pl/,COPIRA,200,
2502,Europractice IC service: access to cad tools and manufacturing technologies for IC and soc design.,http://www.europractice-ic.com/,EUROPRACTICE IC 2,302,http://www.europractice-ic.com/
2503,Mobile Metropolitan Ad hoc Networks,http://cnd.iit.cnr.it/mobileMAN/,MOBILEMAN,200,
2505,Seismological research emphazising seismic array technologies,http://www.norsar.no,SRESAT,200,
2509,Protocols for Heterogeneous Multi-Hop Wireless IPv6 Networks,http://www.cwc.oulu.fi/projects/6hop/,6HOP,200,
2516,Software quality founded on design laws,http://squfol.uni-mb.si/,SQUFOL,200,
2518,3G Mobile CONtext SENSitive adaptability%L- USer friendly mobile work place for seamless enterprise application,http://ww2.consensus-online.org/,CONSENSUS,302,http://ww2.consensus-online.org/
2523,"New technologies in support of more effective EU aid, development and assistance programmes",http://dma.jrc.it,,200,
2530,"Scientific support: the European science and technology observatory (ESTO), the IPTS report and networks and knowledge management",https://ec.europa.eu/jrc/en/institutes/ipts,,301,https://ec.europa.eu/jrc/en/institutes/ipts
2532,Technology Transfer of Advanced Medical Information Technologies,http://ww1.medicaltech.org/,TT@MED,302,http://ww1.medicaltech.org/
2536,Artificial Development Approach to Presence Technologies,http://www.liralab.it/projects/adapt/,ADAPT,302,http://www.liralab.it/projects/adapt/
2537,Unified Enterprise Modelling Language,http://www.ueml.org/cgi-sys/suspendedpage.cgi,UEML,302,http://www.ueml.org/cgi-sys/suspendedpage.cgi
2542,Neuro-IT-Net Thematic network,http://www.neuro-it.net/,NEURO-IT-NET,200,
2546,Development of a management concept for optimising the location strategy (optias) in urban and suburban commercial properties,http://www.optias.info/,OPTIAS,200,
2547,"Integrated systems for forecasting urban meteorology, air pollution and population exposure",http://www.dmi.dk/vejr/,FUMAPEX,301,http://www.dmi.dk/vejr/
2548,Source apportionment of airborne particulate matter and polycyclic aromatic hydrocarbons in urban regions of europe,http://www.birmingham.ac.uk/schools/gees/index.aspx,SAPPHIRE,301,http://www.birmingham.ac.uk/schools/gees/index.aspx
2550,Microbiological risk assessment: a scientific basis for managing drinking water safety from source to tap,http://www.microrisk.com,MICRORISK,200,
2552,Urban river basin enhancement methods,http://www.urbem.net/,URBEM,200,
2555,European gelatinous zooplankton: mechanisms behind jellyfish blooms and their ecological and socio-economical effects,http://www.ifm.uib.no/eurogel/,EUROGEL,200,
2560,Harmonised techniques and representative river basin data for assessment and use of uncertainty information in integrated water management,http://www.harmonirib.dk/index.html,HARMONIRIB,302,http://www.harmonirib.dk/index.html
2562,Development of rapid and cost-effective tools for measuring cereal quality using light transflectance (ltm) technology,http://www.optigro.com,OPTI-GRO,200,
2565,Integrated observing and modeling of th arctic sea ice and atmosphere,http://www.iup.physik.uni-bremen.de/iuppage/satellite_index.html,IOMASA,200,
2567,Bacterial single-cell approaches to the relationship between diversity and fucntion in the sea,http://www.icm.csic.es/bio/projects/basics/,BASICS,200,
2569,Exploration and evaluation of the eastern mediterranean sea gas hydrates and the associated deep biosphere,http://www.igme.gr/,ANAXIMANDER,200,
2571,Mobilizing re-urbanisation on condition of demographic change,http://www.re-urban.com,RE URBAN MOBIL,200,
2573,Harmonised modelling tools for integrated basin management,http://www.harmoni-ca.info,HARMONICA,200,
2576,Management of End-to-end Quality of Service Across the Internet at Large,http://www.mescal.org/,MESCAL,200,
2577,Technologies for FREE TIME,http://www.amitie.it/freetime,FREETIME,200,
2581,Planning and urban mobility in europe,http://www.lutr.net/index.html,PLUME,200,
2582,"Presence: Research Encompassing Sensory Enhancement, Neuroscience and Cognition, with Interactive Applications",http://www0.cs.ucl.ac.uk/research/vr/Projects/Presencia/,PRESENCIA,301,http://www0.cs.ucl.ac.uk/research/vr/Projects/Presencia/
2583,Establishment of the Virtual Centre of Excellence for IST RTD in Estonia,http://www.ipv6tf.org/,EVIKINGS I I,200,
2584,European IST Prize-Nominees,http://www.ist-prize.org/,EISTP-NOMINEES,200,
2585,CLUSTER OF DATA COLLECTION INTEGRATION AND METADATA SYSTEMS FOR OFFICIAL STATISTICS,http://www.icm.edu.pl/web/guest,CODACMOS,301,http://www.icm.edu.pl/web/guest
2589,Economic and Technological intelligence action for SMES In MARitime industries,http://estimar.net/,ESTIMAR,302,http://estimar.net/
2592,Enterprise Inter-and intra-organisational integration - International Consensus,http://www.cimosa.de/EI3-IC/index1.html,EI3-IC,200,
2593,Molecular Bioenergetics of Cyanobacteria,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
2594,Membrane Dynamics in Endocytosis,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
2595,Baltic Summer School 2003: Neurodegenerative diseases: mechanisms and principles of rational treatment,http://www.neurologie-kiel.uk-sh.de/,,302,http://www.neurologie-kiel.uk-sh.de/
2598,LIFE-LIKE OBJECT DETECTION FOR COLLISION AVOIDANCE USING SPATIO-TEMPORAL IMAGE PROCESSING,http://www2.imse-cnm.csic.es/locust/,LOCUST,301,http://www2.imse-cnm.csic.es/locust/
2600,Automated Validation of Internet Security Protocols and Applications,http://www.avispa-project.org,AVISPA,200,
2601,Biomolecular recognition by integrated smart-sensor technology,http://www.diee.unica.it/eolab/best/,BEST,200,
2603,COMPLEX SYSTEMS NETWORK OF EXCELLENCE,http://www.complexityscience.org,EXYSTENCE,200,
2604,European network of excellence for intelligent information interfaces,http://www.i3net.org/,I3NET,200,
2605,The Ultimate Entertainment Advanced Mobile OpenServices Platform (TU AMO),http://noplace.com/,TU AMO,301,http://noplace.com/
2606,South-Eastern European Research & Education Networking,http://www.seeren.org,SEEREN,200,
2607,ADVANCED SPECIALIZATION AND ANALYSIS FOR PERVASIVE SYSTEMS,http://clip.dia.fi.upm.es/Projects/ASAP/,ASAP,200,
2608,Effects of Decoherence and Imperfections for Quantum Information Processing,http://www.quantware.ups-tlse.fr/EDIQIP/,EDIQIP,200,
2612,Stimulation of SME participation IN the Marie CURie FELLOWShips (inDividual and host) in the aRea OF biomedical engineering and rehabilitation technologY,https://www.ffg.at/,FELLOWS FOR INDUSTRY,301,https://www.ffg.at/
2613,MIcro and NAno TECHnologies and markets,http://www.airi.it/,MINATECH,301,http://www.airi.it/
2614,"Trans-national Activities for the PRomotion OF SME paRticipation in the 1st thematic programme ""quality of LIFE and management of living resources""",https://www.ffg.at/,PARTNERS FOR LIFE,301,https://www.ffg.at/
2616,"Co-ordinated action of EUROPABIO and NBAs (National bioindustries associations) for the identification and PROmotion of potential industrial participation of SMEs in the 1st Thematic Programme ""Quality of life and management of living rEsou",http://www.essenscia.be/en/bio.be,EUROPABIO SME PROJEC,301,http://www.essenscia.be/en/bio.be
2617,The investigation and integration of WOMEN managed SMEs in FP5 and CRAFT research programmes,https://www.ffg.at/,WOMENCRAFT,301,https://www.ffg.at/
2624,Biology-Inspired techniques for Self-Organization in dynamic Networks,http://www.cs.unibo.it/bison/,BISON,200,
2626,APPLIED SEMANTICS II,http://www2.tcs.ifi.lmu.de/~mhofmann/appsem2/,APPSEM-II,302,http://www2.tcs.ifi.lmu.de/~mhofmann/appsem2/
2631,Development of a neuro-semiconductor interface with recombinant sodium channels,http://www.biochem.mpg.de/en/eg/fromherz,NACHIP,301,http://www.biochem.mpg.de/en/eg/fromherz
2632,A study for the construction of a Quantum Information Processing Device using Doped Fullerenes and with the ReadOut of Single Electron Spin,http://www.thphys.may.ie/EC/ROSES/roses_project.htm,QIPDDF-ROSES,200,
2634,NANOSTRUCTURED PHOTONIC SENSORS,http://www.ite.waw.pl/projects/nanophos/,NANOPHOS,200,
2635,Joining of beo centre of exellence to european network of high mountain observatories.,http://www.beo.inrne.bas.bg/HIMONTONET.htm,HIMONTONET,200,
2636,European margin strata formation,http://www.noc.soton.ac.uk/CHD/EUROSTRATAFORM/,EUROSTRATAFORM,301,http://www.noc.soton.ac.uk/CHD/EUROSTRATAFORM/
2642,Accessibility projects. sustainable preservation and enhancement of urban subsoil archaeological remains,http://in-situ.be/,APPEAR,301,http://in-situ.be/
2643,Dhi physical modelling infrastructure,http://worldwide.dhigroup.com/dk/?redirect=www.dhi.dk,DHIPMI,301,http://worldwide.dhigroup.com/dk/?redirect=www.dhi.dk
2644,Adaptive decision support system for stormwater pollution control,http://www.daywater.org/,DAYWATER,200,
2646,Scheme to provide training and assistance for research players for the assessment of the fate and removal of pharmaceuticals and estrogenic compounds (pecs) released into the environment,https://www.tut.fi/hupsis/,TRITON,302,https://www.tut.fi/hupsis/
2651,Training of IST Multipliers and Awareness Nurturing in the 3rd Countries of EAST and South East Europe (NIS),http://www.ist-prize.org/,TRISTAN - EAST,200,
2655,Forest research environment in umea,http://www.fore.se,FORE,200,
2658,Design for All Network of Excellence,http://d4allnet.gr/,D4ALLNET,301,http://d4allnet.gr/
2661,Exploring innovativE eBusiness models using Agent SIMulation,http://www.cimne.com/simweb/,SIMWEB,302,http://www.cimne.com/simweb/
2662,Superconducting Qubits: Quantum computing with Josephson Junctions,http://fy.chalmers.se/~wendin/SQUBIT-2/menu.html,SQUBIT-2,200,
2663,RESOURCES FOR QUANTUM INFORMATION,http://www.ulb.ac.be/project/RESQ/,RESQ,200,
2666,Centre of excellence in environmental analysis and monitoring,http://www.pg.gda.pl/chem/CEEAM/,CEEAM,200,
2668,Arid cluster: Strengthening complementarity and the exploitation of results related to RTD projects dealing with water resources use and management in arid and semi-arid regions,http://arid.chemeng.ntua.gr/,ARID,200,
2671,Angstr÷m laboratory - nanomaterials and nanotechnologies,http://www.polacksbacken.uu.se/Valkommen_till_Polacksbacken/angstromlaboratoriet,AANGSTROM NANO CENTR,302,http://www.polacksbacken.uu.se/Valkommen_till_Polacksbacken/angstromlaboratoriet
2672,Development of an information technology tool for the management of european southern lagoons under the influence of river-basin runoff,http://cordis.europa.eu/eesd/ka3/projects.htm,DITTY,200,
2674,Assessment of the black sea sedimentary system since the last glacial extreme,http://www.ifremer.fr/assemblage/,ASSEMBLAGE,200,
2675,Forum alpinum 2002 - the nature of the alps,http://www.forumalpinum.org/en/,FORUM ALPINUM 2002,301,http://www.forumalpinum.org/en/
2679,The impact of biodiversity changes in coastal marine benthic ecosystems,http://cordis.europa.eu/eesd/ka3/projects.htm,BIOCOMBE,200,
2680,Mediterranean ocean forecasting system : toward environmental predictions,http://cordis.europa.eu/eesd/ka3/projects.htm,MFSTEP,200,
2687,European Traffic Violation Ticket,http://www.clipcardparking.com/ClipcardWeb/index.php,CLIPCARD,301,http://www.clipcardparking.com/ClipcardWeb/index.php
2689,Controlled Authoring and Translation over the Internet,http://www.hcr.pt/cati,CATI,301,http://www.hcr.pt/cati
2691,Smart user-centriC cOmmUnication environmenT,http://www.ist-scout.org,SCOUT,200,
2692,Mobile Digital Broadcast Satellite,http://www.ist-modis.org,MODIS,200,
2696,Product Data technology Europe 2002,http://www.pdteurope.com/,PDT EUROPE,200,
2697,EUROCIO seminar,http://www.eurocio.org/,EUROCIO,200,
2698,Innovation Relay Centre Network,http://cordis.europa.eu/,IRC NETWORK,301,http://cordis.europa.eu/
2700,Geometric Network Modeling and Control of Complex PhysicalSystems,http://www.geoplex.cc,GEOPLEX,200,
2703,Semantic Web and Peer-to-Peer,http://www.aifb.kit.edu/web/Wissensmanagement/en,SWAP,302,http://www.aifb.kit.edu/web/Wissensmanagement/en
2706,Virtual ICT with Empathic Characters,http://www.victec.org/,VICTEC,200,
2707,The Screening Mammography Soft-Copy Reading Trial,http://www.mevis.de/,SCREEN-TRIAL,301,http://www.mevis.de/
2708,Platform for the Development of the Information Society in the European Islands and Isolated Regions,http://dias-net.org/,DIAS.NET,301,http://dias-net.org/
2710,European Network of Excellence in Human Language Technologies,http://www.elsnet.org/,ELSNET4,200,
2711,"Gate2Growth Finance Academia network for academics in entrepreneurship, innovation and finance",http://gate2growth.com/,G2G FINANCE ACADEMIA,301,http://gate2growth.com/
2712,Gate2Financing,http://gate2growth.com/,GATE2FINANCING,301,http://gate2growth.com/
2713,LIFT2,http://gate2growth.com/,LIFT2,301,http://gate2growth.com/
2714,Gate2Growth Incubator Forum,http://gate2growth.com/,G2G IF,301,http://gate2growth.com/
2715,I-TecNet network of early stage technology venture capital investors,http://gate2growth.com/,I-TECNET,301,http://gate2growth.com/
2716,ProTon Europe,http://gate2growth.com/,PROTON EUROPE,301,http://gate2growth.com/
