,title,projectUrl,acronym
1377,Food web uptake of persistent organic pollutants in the arctic marginal ice zone of the barents sea (FAMIZ),http://www.io-warnemuende.de/projects/famiz/en_home.html,FAMIZ
1378,Network oriented risk-assessment by in-situ screening of contaminated sites (NORISC),http://www.norisc.com,NORISC
1379,The contribution of urban greenspace to quality of life (GREENSPACE),http://www.green-space.org,GREENSPACE
1382,Modular plant architecture,http://www.mpa-online.net,MPA
1416,Development of novel conjugated molecular nanostructures by lithography and their transport scaling aspects,http://www.ism.bo.cnr.it/projects/monalisa/monalisa.html,MONA-LISA
1430,Calibration and testing for the evaluation of plywood glue bond performance in accordance with en 314-1 and en 314-2,http://euplywood.teknologisk.dk,PLYWOOD
1434,Evaluating housing and neighbourhood initiatives to improve the quality of life of deprived urban neighbourhoods and assessing their transferability across europe (NEHOM),http://www.nhh.no/geo/nehom,NEHOM
1447,Concerted action on tradeable permits (CATEP),http://www.ucd.ie/~envinst/envstud/trading.html,CATEP
1460,A Digital Library Testbed to support Networked Scholarly Communities,http://www.ercim.org/scholnet/,SCHOLNET
1461,Microsystems Production Evaluated Cluster Tool,http://www.dera.gov.uk,MICROSPECT
1462,Information Dissemination and European Awareness Launch for the IST Programme under the 5th Framework Programme,http://www.ideal-ist.net,IDEALIST-5FP
1465,Satellite-UMTS IP-based Network,http://www.ee.surrey.ac.uk/Satin/,SATIN
1466,Cellular network optimisation based on mobile location,http://www.telecom.ece.ntua.gr/cello,CELLO
1467,Management Of Networks And Services In A Diversified Radio Environment,http://www.monasidre.com,MONASIDRE
1468,Advanced NeTwork radio Identification equipment for Universal Mobile communications,http://www.comsys.thomson-csf.com/our_act/tech/antenna/europe/,ANTIUM
1469,Workshop for Object OrIenTed Design and Development of embedded Systems,http://wooddes.intranet.gr/,AIT-WOODDES
1470,Multimedia Indexing and Searching Environment,http://www.ctit.utwente.nl/projects/mumis.html,MUMIS
1471,Creation and deployment of end-user services in premium IP networks,http://wwwcadenus.fokus.fraunhofer.de/,CADENUS
1473,"Advanced study course ""water resources management in arid and semiarid regions using advance earth observation and gis techniques""",http://www.geosys.es/espaniol/formacion/formacion.htm,
1495,MODULAR HYBRID ARTEFACTS WITH ADAPTIVE FUNCTIONALITY,http://manolito.image.ece.ntua.gr/oresteia/,ORESTEIA
1496,"Non-Intrusive Services to Support Focussed, Efficient and Enjoyable Local Activities",http://www.dsv.su.se/feel/,FEEL
1497,"Electronic Tendering, Bidding, and Negotiation Real Time System",http://voyager.sund.ac.uk/e-ntry,E-NTRY
1498,Open System for inter-enterprise information Management in dynamic virtual envirOnmentS,http://osmos.vtt.fi,OSMOS
1499,Theatre of Work Enabling Relationships,http://tower.gmd.de,TOWER
1504,Clear And Reliable Information For Integration,http://clarifi.eng.it,CLARIFI
1506,Security Policy Adaptation Reinforced Through Agents,http://www.infosys.tuwien.ac.at/sparta/,SPARTA
1507,Functional UMTS Real Emulator,http://www.ebanet.it/future.htm,FUTURE
1508,Multi-services Management Wireless Network With Bandwith Optimisation,http://www.openmux.com/mambo/home.htm,MAMBO
1509,Enabling End-User Data warehouse Mining,http://www-ai.cs.uni-dortmund.de/FORSCHUNG/PROJEKTE/MININGMART/index.eng.html,MINING MART
1510,DISTRIBUTED PBX DEVELOPMENT SYSTEM WITH LAN INTERCONNECTION,http://www.gdt.gr/Dipsylan.html,DIPSYLAN
1513,"Nice Environment with a Process and Tools Using Norms (UML, XML and XMI) and Examples",http://neptune.irit.fr/,NEPTUNE
1514,Development and applications of new built-in-test software COMPONENTs in European industries,http://www.component-plus.org,COMPONENT+
1515,COMponent Based INteroperable enterprise system development,http://www.opengroup.org/combine/,COMBINE
1516,Application Testbed for European GRID Computing,http://www.eurogrid.org,EUROGRID
1518,ExpAnding MEDiterranean IT MaRketS for Europe,http://www.medressa.com,MEDRESSA II
1519,INTEGRATED BROADCAST INTERACTION SYSTEM,http://www.alcatel.es/ist-ibis,IBIS
1523,Computer Aided architectural analysis of Real-Time Systems,http://www.tcpsi.es/carts,CARTS
1525,E-Mail Access through the Telephone Using Speech Technology Resources,http://www.ub.es/gilcub/e-matter/index.html,E-MATTER
1527,A network of excellence for harmonising and synthesising the development of statistical metadata,http://www.epros.ed.ac.uk/metanet,METANET
1528,Mobility and Differentiated Services in a Future IP Network,http://www-int.berkom.de/~mobydick,MOBY DICK
1529,Dependability Benchmarking,http://www.laas.fr/DBench/,DBENCH
1530,CApacity Utilization in cellular networks of present and future generaTION,http://www.telecom.ntua.gr/caution,CAUTION
1532,European Mobile Integrated Location sYstem,http://www.emilypgm.com,EMILY
1533,Mobile Real Time TV Via Satellite Systems,http://www.rose.es/mobility,MOBILITY
1534,Advanced Radio Resource Management for Wireless Services,http://www.arrows-ist.upc.es,ARROWS
1536,Extended COmponent Architecture Design and Maintenance,http://www.ecoadm.ccs.es/,ECO-ADM
1538,TecnO-ecoNomICs of IP optimised networks and services,http://www-nrc.nokia.com/tonic,TONIC
1539,Trial Action for Digital Object Exchange,http://www.tradex-ist.com/,TRADEX
1540,Actions providing access to DASP technology for digital designing of Microwave and Radio Frequency IST systems,http://www.eurodasp.com,EURODASP
1541,Wireless Internet Network,http://www.wirelessinternet.gr,WIN
1543,Business Environment of Biometrics involved in electronic commerce,http://www.expertnet.net.gr/bee,BEE
1544,DIGITAL SIGNATURE INFRASTRUCTURE FOR ADMINISTRATIVE SIMPLIFICATION AND E-COMMERCE DEVELOPMENT,http://digisec.infocamere.it,DIGISEC
1545,Secure Authentication by a Biometric Rationale and Integration into Network Applications,http://www.sabrina.uni-karlsruhe.de/SABRINA.pdf,SABRINA
1546,E-Protection of Appliances through Secure and Trusted Access,http://www.e-pasta.org,E-PASTA
1548,Privacy Incorperated Software Agent: Building a privacy guardian for the electronic age.,http://pet-pisa.openspace.nl/pisa_org/pisa/index.html,PISA
1549,Experimentation of a Monitoring and control system for managing vulnerabilities of the European Infrastructure for Electrical power exchange,http://www.examine.ree.es/,EXAMINE
1550,PKI Challenge,http://pi.ijs.si/ProjectIntelligence.Exe?Cm=Project=PKI+CHALLENGE,PKI CHALLENGE
1551,Tool-assisted Specification and Verification of JavaCard Programmes: VerifiCard,http://www.verificard.com/,VERIFICARD
1552,Combined CEPS compliant contact/contactless card focused on transport and payment activities,http://www.omnipurse.com,OMNIPURSE
1555,Simulating High Performance Shock Absorbers,http://spring.bologna.enea.it/shock/,SHOCK
1556,Broadband Radio Access for IP based Networks,http://www.ist-brain.org,BRAIN
1557,Multi- Segment System for Ubiquitous Access to Internet Services and Demonstrator,http://www.ist-suited.com,SUITED
1558,ADAptive Multicarrier Access System,http://adamas.intranet.gr,ADAMAS
1559,NOISE IN SPIN ELECTRONICS DEVICES,http://www-drecam.cea.fr/magnoise,MAGNOISE
1561,Certification For Watermarking Techniques,http://vision.unige.ch/certimark/,CERTIMARK
1562,Biometric Access Control for Networked and e-Commerce Applications,http://falbala.ibermatica.com/banca,BANCA
1563,Efficient millimetre broadband radio access for convergence and evolution,http://www.telenor.no/embrace,EMBRACE
1564,Malicious- and Accidental-Fault Tolerance for Internet Applications,http://www.maftia.org,MAFTIA
1566,Multivariate Approach for statistical Process control and cleaner Production,http://www.mapp.nu,MAPP
1567,An Information Capture and Processing Environment for Chronic Patients in the Information Society,http://www.chronic.cestel.es,CHRONIC
1568,Wireless Strategic Initiative,http://ist-wsi.org/,WSI
1569,Dynamic Radio for IP-Services in Vehicular Environments,http://www.ist-drive.org,DRIVE
1570,Multimedia Car Platform,http://mcp.fantastic.ch,MCP
1571,Multiple Organisation Interconnection for Collaborative Advanced Network Experiments,http://www.moicane.com,MOICANE
1574,Location of Cellular Users for Emergency Services,http://www.telematica.de/locus,LOCUS
1575,Gateway for User Access to Remote Distributed Information And Network Services,http://www.fdgroup.co.uk/guardians/,GUARDIANS
1576,Improve COCLEA development practices adopting a component-based approach,http://www.coclea.it/COPPER/index.htm,COPPER
1583,The Microsystems Network,http://www.nexus-mems.com/,NEXUS-2000
1588,Asset Management Integration of Cultural heritage In The Interchange between Archives,http://www.amicitia-project.de,AMICITIA
1589,Network of Excellence On Nanoelectronics,http://www.phantomsnet.net,PHANTOMS
1590,European Robotics Research Network,http://cas.nada.kth.se/EURON/,EURON
1591,"Proof of concept for a simple, workable and manageable interoperable solution for door-to-door travel based on chip-card",http://www.cenorm.be/isss/Projects/c-ecom/ProjectTriangle.html,TRIANGLE
1592,A BALKAN AND EASTERN EUROPEAN NETWORK OF EXCELLENCE FOR THE DIFFUSION OF MATHEMATICS FOR INDUSTRY EXPERTISE,http://mlab.csd.auth.gr/mathind/,MATHIND
1593,"Manufacturing, engineering and service status electronically negotiated for greatly enhanced response",http://www.isomatic.co.uk/messenger.htm,MESSENGER
1594,Multiple Representations-Multiple Resolutions,http://lbdwww.epfl.ch/e/MurMur/,MURMUR
1596,EUropean Network on Intelligent Technologies for Smart Adaptive Systems,http://www.eunite.org/eunite/,EUNITE
1597,THE NETWORK OF EXCELLENCE IN EVOLUTIONARY COMPUTING,http://evonet.lri.fr/,EVONET
1599,MultimodAl analysis/synthesis systEm for human INTERaction to virtual and augmented environments,http://www.ist-interface.org,INTERFACE
1600,VIRtual Team User Environment,http://www.virtue.eu.com,VIRTUE
1601,Advanced Fractal Companies use Information Supply Chains,http://www.adrenalin-company.de,ADRENALIN
1602,"Personalised, Immersive Sports TV Experience",http://piste.intranet.gr/index.asp,PISTE
1603,Advanced Cross-Communication Environment providing Support Services to dispersed MAINtenance and Technical Support engineers,http://WWW.METRIQS.IT/ACCESSMAINTS/INDEX/HTM,ACCESS-MAINTS
1604,Dynamic Forecast for Master Production Planning with stock and capacity constraints,http://www.sics.se/arc/damascos.html,DAMASCOS
1605,Customer Care Relationship Support Office,http://www.caruso24.com,CARUSO
1606,Corporate Memory Management through Agents,http://www.ii.atos-group.com/sphia/comma/homepage.htm,COMMA
1607,Co-operation in dynamic networked organisations,http://www.co-operate.org/,CO-OPERATE
1608,Financial Internet Working Group,http://www.fininter.net/,FIWG
1609,HIGH Performance Graphic Polymer Displays,http://www.extra.research.philips.com/euprojects/highlight/,HIGHLIGHT
1610,ShopAware - New Methods of E-Commerce: Virtual Awareness and Total Customer Care,http://www.cobrow.com/shopaware/,SHOPAWARE
1635,Towards a European E-Commerce Ambient in the Craft Sector,http://www.easycraft.org/,EASYCRAFT
1638,Developing Intelligent Personal Service Environments,http://www.cerena.org,CERENA
1639,"Extended Enterprise Resources, Network Architectures and Learning",http://research.dnv.com/external/,EXTERNAL
1640,Combined Internet Based Market And Engineering System For (Laser) Job Shops,http://www.cimelas.com,CIMELAS
1653,Surface Micro-Machined Encapsulation on Wafer Level,http://www.imec.be/SUMICAP/Welcome.html,SUMICAP
1654,A dynamic networked virtual supply CHAIN for co-operative resource planning in FEED related production.,http://pilot.nuigalway.ie/chainfeed,CHAINFEED
1656,Fault Injection for TTA,http://www.cti.ac.at/fit,FIT
1750,European network for advanced computing technology for science,http:///www.epcc.ed.ac.uk,ENACTS
1751,European coordinated network of laser infrastructures,http://www.lasernet-europe.de,LASER NET
1752,Network of economic and social science infrastructure in europe,http://www.iser.essex.ac.uk/ecass,NESSIE
1753,Laboratories on science and technology for the conservation of european cultural heritage,http://www.chm.unipg.it/chimgen/LabS-TECH.html,LABS TECH
1754,European fleet for airborne research,http://www.esf.org/eufar/,EUFAR
1755,Service enhancement through infrastructure networking for electron paramagnetic resonance spectroscopy with large fields,http://www.sentinel2004.org,SENTINEL
1756,Geoenvironmental engineering infrastructure co-operation network,http://www.grc.cf.ac.uk/GeoEnvNet,GEOENVNET
1757,The european structural biology forum,http://www.imb-jena.de/ESBF/,ESBF
