acronym,title,foundProjectUrl1,classification
REAPOWER,Reverse Electrodialysis Alternative Power Production,http://www.reapower.eu/,1
SMARTGRIDS ERA-NET,SmartGrids ERA NET,http://eranet-smartgrids.eu/,0
PASTA,PHYSICAL ACTIVITY THROUGH SUSTAINABLE TRANSPORT APPROACHES,http://www.tsu.ox.ac.uk/research/pasta/,0
ECODISTR-ICT,Integrated decision support tool for retrofit and renewal towards sustainable districts,http://ecodistr-ict.eu/,1
RESELYSER,Hydrogen from RES pressurised alkaline electrolyser with high efficiency and wide operating range,http://www.fch.europa.eu/project/hydrogen-res-pressurised-alkaline-electrolyser-high-efficiency-and-wide-operating-range,1
LNG BLUE CORRIDORS,LNG BC Liquefied Natural Gas Blue Corridors,http://lngbc.eu/teasers,0
INDIA SI HOUSE,INDIA EU JOINT HOUSE FOR SCIENCE INNOVATION,http://www.indiasihouse.eu/,1
BAT4MED,Boosting Best Available Techniques in the Mediterranean Partner Countries,http://bat4med.org/en/project,1
UPSOIL,Sustainable Soil Upgrading by Developing Cost effective Biogeochemical Remediation Approaches,http://www.upsoil.eu/,1
CITY-ZEN,City zen a balanced approach to the city of the future,http://smartcities-infosystem.eu/projects/city-zen,1
MINOTAURUS,Microorganism and enzyme Immobilization NOvel Techniques and Approaches for Upgraded Remediation of Underground wastewater and Soil,http://link.springer.com/article/10.1007/s11157-012-9293-8/fulltext.html,0
S3C,Smart Consumer Smart Customer Smart Citizen,http://www.s3c-project.eu/,1
ADDRESS,Active Distribution networks with full integration of Demand and distributed energy RESourceS,http://www.addressfp7.org/,1
NEWSPEC,New cost effective and sustainable polyethylene based carbon fibres for volume market applications,http://www.newspec.eu/,1
SIGMA,Stimulating Innovation for Global Monitoring of Agriculture and its Impact on the Environment in support of GEOGLAM SIGMA,http://www.geoglam-sigma.info/Documents/SIGMA_poster_FINAL%20(for%20poster%20print).pdf,0
2BFUNTEX,BOOSTING COLLABORATION BETWEEN RESEARCH CENTRES AND INDUSTRY TO ENHANCE RAPID INDUSTRIAL UPTAKE OF INNOVATIVE FUNCTIONAL TEXTILE STRUCTURES AND TEXTILE RELATED MATERIALS IN A MONDIAL MARKET,http://www.2bfuntex.eu/sites/default/files/publication-files/Deliverable_D1%209_V1%207_submitted.pdf,0
BCRRFPW,Bioelectrochemical CO2 Reduction and Renewable Fuels Production from Wastewater,http://www.2020-horizon.com/BCRRFPW-Bioelectrochemical-CO2-Reduction-and-Renewable-Fuels-Production-from-Wastewater(BCRRFPW)-s18664.html,0
MICRO-FAST,A FAST process and production system for high throughput highly flexible and cost efficient volume production of miniaturised components made of a wide range of materials,http://www.strath.ac.uk/dmem/research/researchcentresandinitiatives/centreforprecisionmanufacturing/research/,0
SAHYOG,Strengthening networking on BiomAss researcH and biowaste conversion biotechnologY for EurOpe India inteGration,http://www.sahyog-europa-india.eu/,1
RAPID,Reactive Atmospheric Plasma processIng eDucation network,http://www.rapid-itn.eu/,1
A-TEAM,ADVANCED TOOLS FOR EXPOSURE ASSESSMENT AND BIOMONITORING,http://www.aces.su.se/research/projects/advanced-tools-for-exposure-assessment-and-biomonitoring-ateam,1
RESILIENT,coupling REnewable Storage and ICTs for Low carbon Intelligent Energy maNagemenT at district level,http://www.resilient-project.eu/documents/35984/36803/RESILIENT_White_Paper.pdf,0
ELECTRA,European Liaison on Electricity Committed Towards long term Research Activities for Smart Grids,http://www.electrairp.eu/,1
RESPECT,Towards a Topography of Tolerance and Equal Respect A comparative study of policies for the distribution of public spaces in culturally diverse societies,http://www.ceu.edu/project/respect-towards-topography-tolerance-and-equal-respect,0
GLOBAL VALUE,GLOBAL VALUE Assessing the Impacts of Multinational Corporations on GLOBAL Development and VALUE Creation,http://www.ceu.edu/project/global-value-assessing-impacts-multinational-corporations-global-development-and-value,0
RACIALISM,Racial thinking and relevant sciences in East Central Europe in the decades around 1900,http://www.ceu.edu/project/racialism-racial-thinking-and-relevant-sciences-east-central-europe-decades-around-1900,0
EUNAMUS,European national museums Identity politics the uses of the past and the European citizen,http://www.ep.liu.se/eunamus/,1
JAXPERTISE,Joint action expertise Behavioral cognitive and neural mechanisms for joint action learning,https://www.ceu.edu/project/jaxpertise-joint-action-expertise-behavioral-cognitive-and-neural-mechanisms-joint-action,0
OSTREFCOM,Human infants preparedness for relevance guided learning through ostensive referential communication,http://www.ceu.edu/project/ostrefcom-human-infants-preparedness-relevance-guided-through-ostensive-referential,0
ELITES08,Culturally Composite Elites Regime Changes and Social Crises in Multi Ethnic and Multi Confessional Eastern Europe The Carpathian Basin and the Baltics in Comparison cc 1900 1950,http://f.hypotheses.org/wp-content/blogs.dir/819/files/2012/10/ERC_databases_ELITES081.doc,0
ACCEPT PLURALISM,Tolerance Pluralism and Social Cohesion Responding to the Challenges of the 21st Century in Europe,http://accept-pluralism.eu/Events/ACCEPTPLURALISMMeetings/FirstMeeting.aspx,1
INTEGRIM,Integration and international migration pathways and integration policies,http://www.integrim.eu/,1
NETWORKS,Economic Allocations in Social Networks Evidence and Theory,http://www.ceu.edu/project/networks-economic-allocations-social-networks-evidence-and-theory,0
PIREDEU,Providing an Infrastructure for Research on Electoral Democracy in the European Union,http://www.piredeu.eu/,1
COEURE,Cooperation for European Research in Economics,http://www.coeure.eu/,1
RESL.EU,Reducing Early School Leaving in the EU,https://www.uantwerpen.be/en/projects/resl-eu/,1
SOMICS,Constructing Social Minds Coordination Communication and Cultural Transmission,https://www.ceu.edu/project/somics-constructing-social-minds-coordination-communication-and-cultural-transmission,0
KNOWLEDGEFLOWS,Channels and Consequences of Knowledge Flows from Developed Economies to Central and Eastern Europe,http://www.ceu.edu/project/knowledgeflows-channels-and-consequences-knowledge-flows-developed-economies-central-and,0
NERRI,Neuro Enhancement Responsible Research and Innovation,http://www.nerri.eu/eng/about.aspx,0
UP-KAT,Understanding Public Knowledge and Attitudes towards Trafficking in Human Beings A Cross National Study,https://cps.ceu.edu/research/trafficking-in-human-beings,1
RESOCEA,Regime and Society in Eastern Europe 1956 1989 From Extended Reproduction to Social and Political Change,http://resocea.uni-sofia.bg/,1
ENVIROGRIDS,Building Capacity for a Black Sea Catchment Observation and Assessment System supporting Sustainable Development,http://envirogrids.net/,1
G-ETI,The Governance of Energy Technology Innovation Investigating Regulatory Regimes in Shale Gas,http://spp.ceu.edu/projects/geti-governance-energy-technology-innovation-investigating-regulatory-regimes-shale-gas,0
BEHAVIORAL THEORY,Behavioral Theory and Economic Applications,https://en.wikipedia.org/wiki/Behavioral_economics,0
FRICTIONS,Frictions in the Financial System,http://www.ceu.edu/project/frictions-frictions-financial-system,1
PHYSIO COUPLING,Physiological mechanisms underlying interpersonal coordination and observation in joint action,https://www.researchgate.net/publication/236213744_Dialog_as_Interpersonal_Synergy,0
REPCOLLAB,Representational preconditions for understanding other minds in the service of human collaboration and social learning,http://www.ceu.edu/project/repcollab-representational-preconditions-understanding-other-minds-service-human,0
PETAF,Perspectival Thoughts and Facts,http://www.ub.edu/petaf/,1
BEUCITIZEN,All Rights Reserved Barriers towards EUropean CITIZENship,http://beucitizen.eu/,1
IUSR,Infants Understanding of Social Relationships,https://www.scribd.com/doc/112816113/W-Lawrence-Neuman-Basics-of-Social-Research-Qu-BookFi-org,0
EDUWORKS,Crossing borders in the comprehensive investigation of labour market matching processes An EU wide trans disciplinary multilevel and science practice bridging training network,http://www.eduworks-network.eu/,0
EURJTC,Judicial Training in European Enlargement Towards a Common Judicial Culture,http://www.ceu.edu/project/eurjtc-judicial-training-european-enlargement-towards-common-judicial-culture,0
CHANGING BEHAVIOUR,Contextualising behavioural change in energy programmes involving intermediaries and policymaking organizations working towards changing BEHAVIOUR,http://www.energychange.info/,1
MIGLIT,MIGRANT WOMEN WRITERS ON THE MARGINS OF EUROPE THE CASE OF HUNGARY,https://www.ceu.edu/research/projects/full,0
EUCELLEX,Cell based regenerative medicine new challenges for EU legislation and governance,https://www.eucellex.eu/,1
CRISP,CReating Innovative Sustainability Pathways,https://www.ceu.edu/project/crisp-creating-innovative-sustainability-pathways,1
REMEDIE,Regenerative medicine in Europe emerging needs and challenges in a global context,http://www.ceu.edu/project/remedie-regenerative-medicine-europe-emerging-needs-and-challenges-global-context,0
POLPART,How citizens try to influence politics and why International comparisons of movement and party politics,http://www.ceu.edu/project/polpart-how-citizens-try-influence-politics-and-why-international-comparisons-movement-and,0
NANOPLAT,Development of a Platform for Deliberative Processes on Nanotechnology in the European Consumer Market,http://www.nanoplat.org/,1
SENSE OF COMMITMENT,The Sense of Commitment a minimal analogue of commitment for joint action,http://www.ceu.edu/project/sense-commitment-sense-commitment-minimal-analogue-commitment-joint-action,0
ELECDEM,Training Network in Electoral Democracy,http://www.ceu.edu/project/elecdem-training-network-electoral-democracy,0
LIVING DONATION,Living Organ Donation in Europe,http://www.researchgate.net/profile/Assya_Pascalev/publication/257931095_Ethical_Analysis_of_the_Arguments_for_and_against_Living_Organ_Donation/links/547f44770cf2ccc7f8b91a89.pdf?origin=publication_detail,0
PEACEMED,Mediterranean Cities in Conflict Urban Wars Inter Ethnic Coalitions and the Prospects for Peaceful Coexistence in Lebanon and Israel Palestine 1918 to the present,http://www.ceu.edu/project/peacemed-mediterranean-cities-conflict-urban-wars-inter-ethnic-coalitions-and-prospects,0
EDUMIGROM,Ethnic Differences in Education and Diverging Prospects for Urban Youth in an Enlarged Europe,http://www.edumigrom.eu/,1
TISS.EU,Evaluation of Legislation and Related Guidelines on the Procurement Storage and Transfer of Human Tissues and Cells in the European Union an Evidence Based Impact Analysis,http://www.mies.mf.vu.lt/en/2738-2/,0
BARENERGY,Barriers for energy changes among end consumers and households,http://barenergy.eu/,1
LIMITS,Low climate IMpact scenarios and the Implications of required Tight emission control Strategies,http://www.feem-project.net/limits/,1
FAMGENPO,Family Politics Party Politics and Gender Politics Comparing Five Cases,http://www.ceu.edu/project/famgenpo-family-politics-party-politics-and-gender-politics-comparing-five-cases,0
STAR2011,Science in Trieste and Researchers 2011,http://www.2020-horizon.com/UNIVERSITA-DEGLI-STUDI-DI-TRIESTE-p524g1.html,0
FUNSEL,Generation of AAV based arrayed genetic libraries for in vivo functional selection an innovative approach to identify secreted factors and microRNAs against degenerative disorders,https://erc.europa.eu/projects-and-results/erc-funded-projects?f[0]=sm_field_cordis_project_hi_count%3AIndia,0
PRD COLLEGE,Poverty related Diseases College International Programme on BioMedicine and Development,http://www.su.se/english/about/news-and-events/new-collaboration-on-poverty-related-diseases-1.1659,0
MEPHITIS,Targeting Protein Synthesis in the Apicoplast and Cytoplasm of Plasmodium,http://www.2020-horizon.com/MEPHITIS-Targeting-protein-synthesis-in-the-apicoplast-and-cytoplasm-of-plasmodium(MEPHITIS)-s12283.html,0
PATCH,Targeting the miR 106b 25 cluster in pathological Cardiac Hypertrophy,http://ufdc.ufl.edu/UFE0045229/00001,0
GRACE,GMO Risk Assessment and Communication of Evidence,http://www.grace-fp7.eu/,1
MALSIG,Signalling in life cycle stages of malaria parasites,http://www.malsig.lille.inserm.fr/,1
HEALTH-NCP-NET,Coordination Action for Reinforcing the Health National Contact Points Network,http://www.eeas.europa.eu/delegations/egypt/documents/eu_egypt/egypt_and_framework_programmes/health_en.pdf,0
BIOPROTECH,Improvement of research capacities of the Centre of Biotechnology of Sfax in Bio Processes for biotech applications tying up with the European Research Area,http://www.2020-horizon.com/STEINBEIS-FORSCHUNGS-UND-ENTWICKLUNGSZENTREN-GMBH-SFZ-p14614g1.html,0
PREGVAX,Plasmodium Vivax Infection in Pregnancy,http://www.pregvax.net/PregVax_Project.htm,1
SEFCUMPAQ,A NOVEL BIOPROCESS COUPLING WASTEWATER TREATMENT WITH ELECTRICITY PRODUCTION TO REMEDIATE METAL POLLUTED AQUATIC ENVIRONMENTS,http://www.2020-horizon.com/UNESCO-IHE-INSTITUTE-FOR-WATER-EDUCATION-p6545g1.html,1
HYLOW,Hydropower converters with very low head differences,http://www.hylow.eu/,1
DEWFORA,Improved Drought Early Warning and FORecasting to strengthen preparedness and adaptation to droughts in Africa,https://www.unesco-ihe.org/projects/improved-drought-early-warning-and-forecasting-strengthen-preparedness-and-adaptation,0
NEXOF-RA,NESSI Open Framework Reference Architecture,http://www.2020-horizon.com/NEXOF-RA-NESSI-Open-Framework-Reference-Architecture(NEXOF-RA)-s1205.html,0
PILE-MON,Pre cast concrete pile monitoring from manufacture to after installation,http://www.2020-horizon.com/PILE-MON-Pre-cast-concrete-pile-monitoring-from-manufacture-to-after-installation(PILE-MON)-s10521.html,0
