,acronym,title,foundProjectUrl1,classification
547,GFG²,GNSS for Global Environmental Earth Observation GEEO and GEOSS,http://www.gfg2.eu/,1
550,FACTOR,Full Aero thermal Combustor Turbine interactiOn Research,http://www.transport-research.info/project/full-aero-thermal-combustor-turbine-interaction-research,1
551,CAPIRE,Coordination Action on PPP Implementation for Road Transport Electrification,http://www.capire.eu/,1
552,MATRIX,New Multi HAzard and MulTi RIsK Assessment MethodS for Europe,http://matrix.gpi.kit.edu/,1
553,EU-OPENSCREEN,European Infrastructure of Open Screening Platforms for Chemical Biology,http://www.eu-openscreen.eu/,1
554,NANOETHICS 2011,Governance and ethics of nanosciences and nanotechnologies,http://www.nanofutures.eu/event/nanoethics-2011,1
557,IREGIONS,Internet based and mobile technologies for regions in the net economy,http://www.iregion.de/,1
559,BS-ERA.NET,NETWORKING ON SCIENCE AND TECHNOLOGY IN THE BLACK SEA REGION,http://bs-era.net/,1
561,MOHPROF,Mobility of Health Professionals,http://www.mohprof.eu/,1
562,IMPEX,Integrated Medium for Planetary Exploration,http://impex-fp7.oeaw.ac.at/,1
563,FUTURAGE,FUTURAGE A Roadmap for Ageing Research,http://www.futurage.group.shef.ac.uk/,1
564,HEATRECAR,Reduced Energy Consumption by Massive Thermoelectric Waste Heat Recovery in Light Duty Trucks,http://www.transport-research.info/project/reduced-energy-consumption-massive-thermoelectric-waste-heat-recovery-light-duty-trucks,1
566,EUMARGINS,On the Margins of the European Community Young adult immigrants in seven European countries,http://www.sv.uio.no/iss/english/research/projects/eumargins/,1
568,ACFA 2020,Active Control for Flexible 2020 Aircraft,http://www.acfa2020.eu/,1
569,HYDRONET,Floating Sensorised Networked Robots for Water Monitoring,http://www.bioroboticsinstitute.eu/past-projects/hydronet-project/,1
571,CROPS2INDUSTRY,Non Food Crops to Industry schemes in EU27,http://www.crops2industry.eu/,1
572,CHAIN,Collaborative HIV and Anti HIV Drug Resistance Network,http://www.eurocoord.net/collaborative_projects/chain/,1
576,EMAR2RES,Support Action to initiate cooperation between the Communities of European MARine and MARitime REsearch and Science,http://www.emar2res.eu/,1
577,CAPMIX,Capacitive mixing as a novel principle for generation of clean renewable energy from salinity differences,http://www.capmix.eu/,1
578,RE-ROAD,Re road End of life strategies of asphalt pavements,http://re-road.fehrl.org/,1
579,VALORGAS,Valorisation of food waste to biogas,http://www.valorgas.soton.ac.uk/,1
586,TRIPOD,TRIple Energy Saving by Use of CRP CLT and PODded Propulsion,http://www.transport-research.info/project/triple-energy-saving-use-crp-clt-and-podded-propulsion,1
588,PHENOXIGEN,A systems approach linking genotype and environment to phenotype oxidative stress response mechanisms in fission yeast,http://www.phenoxigen.eu/,1
589,SUSTAINMED,Sustainable agri food systems and rural development in the Mediterranean Partner Countries,http://sustainmed.iamm.fr/,1
591,EHRI,European Holocaust Research Infrastructure,http://www.ehri-project.eu/,1
592,INNOVATION PLATFORM,Innovation Management Platform for Aeronautics,http://transport-research.info/project/innovation-management-platform-aeronautics,1
594,THE HIP TRIAL,Management of Hypotension In the Preterm Extremely Low Gestational Age Newborn,http://www.hip-trial.com/about-the-hip-trial/,1
595,REBORNE,Regenerating Bone defects using New biomedical Engineering approaches,http://reborne.org/,1
598,ENETRAP-II,European Network for Education and Training in Radiation Protection II,http://enetrap2.sckcen.be/,1
599,SSH2S,Fuel Cell Coupled Solid State Hydrogen Storage Tank,http://www.h2it.org/2011/progetto-dell%e2%80%99universita-di-torino-finanziato-dalla-sp1-jti-fch-2009-2-4-con-i-fondi-del-vii-programma-quadro,1
600,TECFORLIFE,Assistive technology cluster for quality of life,http://www.2020-horizon.com/TECFORLIFE-Assistive-technology-cluster-for-quality-of-life(TECFORLIFE)-s11859.html,1
601,STREAM,Sustainable Technologies and Research for European Aquatic Management,http://stream-project.eu/,1
602,FLYHY,Fluorine substituted High Capacity Hydrides for Hydrogen Storage at low working temperatures,http://www.flyhy.eu/,1
603,SOLO,Epidemiological Studies of Exposed Southern Urals Populations,http://www.increast.eu/en/1200.php,1
608,BETACELLTHERAPY,Beta Cell Therapy in Diabetes,http://betacelltherapy.org/,1
609,CARE-MI,CARDIO REPAIR EUROPEAN MULTIDISCIPLINARY INITIATIVE,http://www.fri.uni-lj.si/en/research/projects/11601/project.html,1
610,AIRMONTECH,Air Quality Monitoring Technologies for Urban Areas,http://www.airmontech.eu/,1
613,THORAX,Thoracic injury assessment for improved vehicle safety,http://www.thorax-project.eu/,1
614,ENCOMB,Extended Non Destructive Testing of Composite Bonds,http://www.transport-research.info/project/extended-non-destructive-testing-composite-bonds,1
616,CITYNETMOBIL,CITY NETwork for fair MOBILity,http://www.transport-research.info/project/city-network-fair-mobility,1
618,SONO”R”US,Machine for Microparts Moulding based on UltraSound excitation,http://www.sonorusproject.eu/,1
619,MAREX,Exploring Marine Resources for Bioactive Compounds From Discovery to Sustainable Production and Industrial Applications,http://www.marex.fi/,1
620,JOLISAA,JOint Learning about Innovation Systems in African Agriculture,http://www.jolisaa.net/project,1
625,CEREXPRO,Ceramic Heat exchangers with enhanced materials properties,http://cerexpro.org/,1
626,MISSA,More Integrated Systems Safety Assessment,http://www.transport-research.info/project/more-integrated-systems-safety-assessment,1
633,COOPLAB,A federated testbed environment for experimentation on wireless cooperative networks,http://cooplab-ict.eu/index.php/info,1
637,PRESTO GMO ERA-NET,Preparatory steps towards a GMO research ERA Net,http://www.presto-gmo-era-net.eu/,1
639,PUFACHAIN,The Value Chain from Microalgae to PUFA,http://www.pufachain.eu/project/,1
641,DYNAMOL,Dynamic Molecular Nanostructures,http://www.dynamol.ch.cam.ac.uk/,1
643,T-CONTROL,Donor T Cells for Immune Control,http://www.t-control.info/,1
644,TUTIC-GREEN,Excellent Tallinn University of Technology Research Chair in Green Chemistry and Technology,http://www.ttu.ee/faculty-of-science/department-of-chemistry/chair-of-green-chemistry/tutic-green/,1
647,ASPRE,Combined Multi marker Screening and Randomised Patient Treatment with Aspirin for Evidence based Pre eclampsia Prevention,https://fetalmedicine.org/aspre-1,1
651,HUMAN,Health and the Understanding of Metabolism Aging and Nutrition,http://www.fp7human.eu/,1
652,EMVEM,Energy efficiency Management for Vehicles and Machines,http://www.emvem.org/,1
653,BRITESPACE,High Brightness Semiconductor Laser Sources for Space Applications in Earth Observation,http://www.britespace.eu/,1
654,ACCLIPHOT,Environmental Acclimation of Photosynthesis,http://www.accliphot.eu/,1
657,EURATRANS,European large scale functional genomics in the rat for translational research,http://www.euratrans.eu/,1
662,EQUIPT,European study on Quantifying Utility of Investment in Protection from Tobacco,http://www.equipt.eu/,1
665,THERAGLIO,Microbubble driven multimodal imaging and theranostics for gliomas,http://theraglio.eu/news/,1
669,HEARING MINDS,Hearing Minds optimizing hearing performance in deaf cochlear implanted individuals,http://otoconsult.com/hearing-minds/,1
671,DARTRIX,DARPin Targeted Magnetic Hyperthermic Therapy for Glioblastoma,http://dartrix.eu/,1
672,MARS-EV,Materials for Ageing Resistant Li ion High Energy Storage for the Electric Vehicle,http://www.mars-ev.eu/homepage,1
674,NEUROCARE,Neuronal NanoCarbon Interfacing Structures,http://neurocare-project.eu/about-neurocare/project-references/,1
675,INFRARISK,Novel Indicators for identifying critical INFRAstructure at RISK from natural hazards,http://www.infrarisk-fp7.eu/,1
678,ECONADAPT,Economics of climate change adaptation in Europe,http://www.ecologic.eu/10743,1
682,SMARTYARDS,Developing Smart Technologies for Productivity Improvement of European Small and Medium Sized Shipyards,http://transport-research.info/project/developing-smart-technologies-productivity-improvement-european-small-and-medium-sized,1
684,DESIGN4ENERGY,Building life cycle evolutionary Design methodology able to create Energy efficient Buildings flexibly connected with the neighborhood energy system Design4energy,http://design4energy.eu/,1
685,REPAIR-HD,Human pluripotent stem cell differentiation safety and preparation for therapeutic transplantation in Huntington s disease,http://www.repair-hd.eu/about-us,1
687,SUN,SUSTAINABLE NANOTECHNOLOGIES,http://www.sun-fp7.eu/,1
688,ROBUSTPLANET,Shock robust Design of Plants and their Supply Chain Networks,https://www.robustplanet.eu/,1
690,ENOVAL,Engine Module Validators,http://www.enoval.eu/,1
691,ENERGY IN TIME,Simulation based control for Energy Efficiency building operation and maintenance,http://www.energyintime.eu/,1
692,NCC-FOAM,Self assembly of nano crystalline cellulose for lightweight cellular structures,http://ncc-foam.eu/,1
693,ASTERIX,Advances in Small Trials dEsign for Regulatory Innovation and eXcellence,http://www.asterix-fp7.eu/,1
694,BIOIMAGE-NMD,BIOIMAGE Neuromuscular Diseases,http://bioimage-nmd.eu/,1
695,REEMAIN,Resource and Energy Efficient Manufacturing,http://www.reemain.eu/,1
697,ADVANZ,ADVANZ Advocacy for the fight against Neglected Zoonotic Diseases,http://www.ed.ac.uk/global-health/research/project-profiles/zoonotic-diseases/advanz,1
701,MESOAQUA,Network of leading MESOcosm facilities to advance the studies of future AQUAtic ecosystems from the Arctic to the Mediterranean,http://amrs2012.hcmr.gr/,1
704,EAST-NMR,Enhancing Access and Services To East European users towards an efficient and coordinated panEuropean pool of NMR capacities to enable global collaborative research boost technological advancements,http://www.east-nmr.eu/,1
707,FLOCON,Adaptive and Passive Flow Control for Fan Broadband Noise Reduction,http://www.xnoise.eu/index.php?id=393,1
708,TYROSAFE,TYre and Road surface Optimisation for Skid resistance And Further Effects,http://tyrosafe.fehrl.org/,1
709,CONDUITS,Coordination Of Network Descriptors for Urban Intelligent Transportation Systems,http://www.isis-it.com/portfolio-items/conduits/,1
710,PROPANERGY,Integrated bioconversion of glycerine into value added products and biogas at pilot plant scale,http://propanergy.tutech.eu/,1
711,MISMATCH2MODEL,Characterization and quantitative modeling of DNA mismatch repair and its role in the maintenance of genomic stability and cancer avoidance,http://www.mm2m.eu/general/general.html,1
714,COMPAIR,Continuous health monitoring and non destructive assessment of composites and composite repairs on surface transport applications,http://www.compairproject.com/,1
715,IMPRINTS,IMproving Preparedness and RIsk maNagemenT for flash floods and debriS flow events,http://crahi.upc.edu/imprints/,1
716,EUROMAGNET II,A coordinated approach to access experimental development and scientific exploitation of all European large infrastructures for high magnetic fields,http://www.euromagnet2.eu/,1
717,IDEAL-CELL,Innovative Dual mEmbrAne fueL Cell,http://www.ideal-cell.eu/,1
718,ECOSHELL,Development of new light high performance environmentally benign composites made of bio materials and bio resins for electric car application,http://www.transport-research.info/project/development-new-light-high-performance-environmentally-benign-composites-made-bio-materials,1
719,INTERACTION,Differences and similarities in driver INTERACTION with in vehicle technologies,http://www.transport-research.info/project/differences-and-similarities-driver-interaction-vehicle-technologies,1
720,STAR-T REK,Set up and comparison of multiple stem cell approaches for kidney repair,http://www.startrekproject.org/index.html,1
721,EPOCH,Enabling protection for older children,http://epochfp7.org/,1
722,E-FAST,Design Study of a European Facility for Advanced Seismic Testing,http://www.uni-kassel.de/fb14bau/institute/iki/stahl-und-verbundbau/forschung/project-e-fast.html,1
723,POWAIR,Zinc Air flow batteries for electrical power distribution networks,http://www.powair.eu/,1
724,HIVERA,Harmonizing Integrating and Vitalizing European Research on hiv Aids,http://www.hivera.eu/,1
725,SEAS ERA,Towards integrated European marine research strategy and programmes,http://www.seas-era.eu/,1
727,AQUAINNOVA,Supporting governance and multi stakeholder participation in aquaculture research and innovation,http://www.eatip.eu/default.asp?SHORTCUT=100,1
728,SOLIBAM,Strategies for Organic and Low input Integrated Breeding And Management,http://www.solibam.eu/modules/addresses/viewcat.php?cid=1,1
730,AAVEYE,GENE THERAPY FOR INHERITED SEVERE PHOTORECEPTOR DISEASES,http://medicalxpress.com/news/2013-06-inherited.html,1
731,EO2HEAVEN,Earth Observation and ENVironmental modelling for the mitigation of HEAlth risks,http://www.eo2heaven.org/,1
732,CHAARM,Combined Highly Active Anti retroviral Microbicides,http://partnerships.ifpma.org/partnership/combined-highly-active-anti-retroviral-microbicides-chaarm,1
736,STAR-COLIBRI,Strategic Targets for 2020 Collaboration Initiative on Biorefineries,http://www.forestplatform.org/en/about-ftp/ftp-research-projects/star-colibri,1
