acronym,title,projectUrl
ENVIROGRIDS,Building Capacity for a Black Sea Catchment Observation and Assessment System supporting Sustainable Development,
G-ETI,The Governance of Energy Technology Innovation: Investigating Regulatory Regimes in Shale Gas,
BEHAVIORAL THEORY,Behavioral Theory and Economic Applications,
FRICTIONS,Frictions in the Financial System,
PHYSIO COUPLING,Physiological mechanisms underlying interpersonal coordination and observation in joint action,
REPCOLLAB,Representational preconditions for understanding other minds in the service of human collaboration and social learning,
PETAF,Perspectival Thoughts and Facts,
BEUCITIZEN,All Rights Reserved? Barriers towards EUropean CITIZENship,
EMCOREP,Emergence of complex internal representations in humans,
IUSR,Infants' Understanding of Social Relationships,
EDUWORKS,"""Crossing borders in the comprehensive investigation of labour market matching processes: An EU-wide, trans-disciplinary, multilevel and science-practice-bridging training network""",
ECONAT,Economic Nationalism and the European Union: The case of the automobile industry,
EURJTC,"Judicial Training in European Enlargement
Towards a Common Judicial Culture?",
CHANGING BEHAVIOUR,Contextualising behavioural change in energy programmes involving intermediaries and policymaking organizations working towards changing BEHAVIOUR,
MIGLIT,MIGRANT WOMEN WRITERS ON THE MARGINS OF EUROPE: THE CASE OF HUNGARY,
EUCELLEX,Cell-based regenerative medicine: new challenges for EU legislation and governance,
CRISP,CReating Innovative Sustainability Pathways,
REMEDIE,Regenerative medicine in Europe: emerging needs and challenges in a global context,
POLPART,How citizens try to influence politics and why. International comparisons of movement and party politics,
NANOPLAT,Development of a Platform for Deliberative Processes on Nanotechnology in the European Consumer Market,
SENSE OF COMMITMENT,The Sense of Commitment: a minimal analogue of commitment for joint action,
CORE,The role of Governance in the Resolution of Socioeconomic and Political Conflict in India and Europe,http://www.projectcore.eu/
ELECDEM,Training Network in Electoral Democracy,
CHANGINGEMPLOYMENT,"""The changing nature of employment in Europe in the context of challenges, threats and opportunities for employees and employers""",http://www.changingemployment.eu
LIVING DONATION,Living Organ Donation in Europe,
CUPESSE,Cultural Pathways to Economic Self-Sufficiency and Entrepreneurship: Family Values and Youth Unemployment in Europe,http://cupesse.eu/
PEACEMED,"""Mediterranean Cities in Conflict: Urban Wars, Inter-Ethnic Coalitions and the Prospects for Peaceful Coexistence in Lebanon and Israel/Palestine, 1918 to the present""",
EDUMIGROM,Ethnic Differences in Education and Diverging Prospects for Urban Youth in an Enlarged Europe,
TISS.EU,"""Evaluation of Legislation and Related Guidelines on the Procurement, Storage and Transfer of Human Tissues and Cells in the European Union – an Evidence-Based Impact Analysis""",
BARENERGY,Barriers for energy changes among end consumers and households,
IMPACT,Impact Measurement and Performance Analysis of CSR,http://www.csr-impact.eu
SOCIAL POLIS,Social Platform on Cities and Social Cohesion,http://www.socialpolis.eu
LIMITS,Low climate IMpact scenarios and the Implications of required Tight emission control Strategies,
GUSTO,"""Meeting the challenges of economic uncertainty and sustainability through employment, industrial relations, social and environmental policies in European countries""",http://www.gusto-project.eu/
MAXCAP,Maximizing the integration capacity of the European Union: Lessons and prospects for enlargement and beyond,http://www.maxcap-project.eu
FLOWS,Impact of local welfare systems on female labour force participation and social cohesion,http://www.flows-eu.eu/
FAMGENPO,"""Family Politics, Party Politics, and Gender Politics: Comparing Five Cases""",
STAR2011,Science in Trieste and Researchers 2011,
FUNSEL,"""Generation of AAV-based, arrayed genetic libraries for in vivo functional selection: an innovative approach to identify secreted factors and microRNAs against degenerative disorders""",
PREMALSTRUCT,Structural analysis of the CSA binding interactions involved during pregnancy associated malaria,
EVIMALAR,Towards the establishment of a permanent European Virtual Institute dedicated to Malaria Research (EVIMalaR),http://www.evimalar.org/
SYBILLA,Systems Biology of T-cell Activation in Health and Disease,http://www.sybilla-t-cell.de/
PRD COLLEGE,Poverty related Diseases College(International Programme on BioMedicine and Development),
MEPHITIS,Targeting Protein Synthesis in the Apicoplast and Cytoplasm of Plasmodium,
PATCH,Targeting the miR-106b~25 cluster in pathological Cardiac Hypertrophy,
GRACE,GMO Risk Assessment and Communication of Evidence,
MALSIG,Signalling in life cycle stages of malaria parasites,
HEALTH-NCP-NET,Coordination Action for Reinforcing the Health National Contact  Points Network,
BIOPROTECH,"""Improvement of research capacities of the Centre of Biotechnology of Sfax in Bio-Processes for biotech applications, tying up with the European Research Area""",
PREGVAX,Plasmodium Vivax Infection in Pregnancy,
SEFCUMPAQ,A NOVEL BIOPROCESS COUPLING WASTEWATER TREATMENT WITH ELECTRICITY PRODUCTION TO REMEDIATE METAL POLLUTED AQUATIC ENVIRONMENTS,
HYLOW,Hydropower converters with very low head differences,
MYWATER,Merging Hydrologic models and EO data for reliable information on Water,http://mywater-fp7.eu/
DEWFORA,Improved Drought Early Warning and FORecasting to strengthen preparedness and adaptation to droughts in Africa,
EU-SEC II,Coordinating National Research Programmes and Policies on Security at Major Events in Europe,http://www.eu-secii.org/
MICRODRY,Microwave Drying for the Rapid Remediation of Flooded Buildings,http://www.microdry.pera.com
NEXOF-RA,NESSI Open Framework - Reference Architecture,
PILE-MON,Pre-cast concrete pile monitoring from manufacture to after installation,
RADI-CAL,"Development of an innovative, accurate, monolithic 2D CVD Diamond based radiation dosimetry system for conformal radiotherapy solutions",
SHARE,Sharing open source software middleware to improve industry competitiveness in the embedded systems domain,
SMALL,"Sparse models, algorithms, and learning for large scale data",http://www.small-project.eu
AVANTSSAR,Automated validation of trust and security of service-oriented architectures,
IRIS,Integrating research in interactive storytelling,
CONNECT,Emergent connectors for eternal software intensive networked systems,
DEMYBE,"AN INNOVATIVE FILTER AID PRODUCT & INTEGRATION SYSTEM FOR THE SUBSTITUTION OF THE KIESELGHUR FILTER AID & REDUCTION OF UNDESIRABLE SUBSTANCES (MYCOTOXINS) IN BEVERAGES, SUCH AS BEER & WINE",
MODERN,MODeling the EnviRonmental and human health effects of Nanomaterials (MODERN),
CONTRA CANCRUM,Clinically oriented translational cancer multilevel modelling,
FAHRE,Food and Health research in Europe,http://www2.spi.pt/fahre/
PASSPORT,PAtient specific simulation and preoperative realistic training for liver surgery,
IBPOWER,Intermediate band materials and solar cells for photovoltaics with high efficiency and reduced cost,
EUASIAGRID,Towards a common e-Science infrastructure for the European and Asian grids,
ACTION-GRID,"International cooperative action on grid computing and biomedical informatics between the European Union, Latin America, the Western Balkans and North Africa",
NEUGRID,A grid-based e-infrastructure for data archiving/communication and computationally intensive applications in the medical sciences,
RADICAL,Road mapping technology for enhancing security to protect medical and genetic data,
GIGAS,GEOSS Inspire and GMES an action in support,
ECO-FCE,A whole-systems approach to optimising feed efficiency and reducing the ecological footprint of monogastrics,
COQUIT,Collective quantum operations for information technologies,
GAP1,Bridging the gap between science and stakeholders: phase I common ground,
COPERNICUS,Compact Otdm/wdm optical receivers based on photonic crystal Integrated circuits,
FESTA,Field opErational teSts supporT Action,
EUFORIA,EU fusion for ITER applications,
EUROVO-AIDA,Euro-VO astronomical infrastructure for data access,
FEMTOBLUE,Blue Femtosecond laser implemented with group-III nitrides,
CORNER,Correlated noise effects in quantum information processing,
GSD,Global system dynamics and policies: simulation and visualisation technologies,
6CHOICE,India-Europe cooperation to promote IPv6 adoption,
PREDICT,Computational prediction of drug cardiac toxicity,
CACE,Computer Aided Cryptography Engineering,
OGF-EUROPE,Mobilising and integrating communities on grid standards and best practices globally,
BIND,Biaxial nematic devices,http://bind.upatras.gr/
WISEBED,Wireless Sensor Network Testbeds,
WSAN4CIP,Wireless sensor networks for the protection of critical infrastructures,http://www.wsan4cip.eu/
PICOS,Privacy and identity management for community services,
EUROINDIA,Euro-India ICT Co-operation,
D4SCIENCE,DIstributed colLaboratories infrastructure on Grid enabled technology 4 science,
DIGITALWORLD,Digital world forum on accessible and inclusive ICT,
MED-SPRING,"""Mediterranean Science, Policy, Research & Innovation Gateway""",
COMBI-BIO,Development of COMBInatorial BIOmarkers for subclinical atherosclerosis,
QUESSA,Quantification of ecological services for sustainable agriculture,
WSF,Welfare State Futures,
ADAPTATION,Drivers' behavioural adaptation over the time in response to ADAS use,
EU-PLF,Bright Farm by Precision Livestock Farming,
TENLAW,Tenancy Law and Housing Policy in Multi-level Europe,http://www.tenlaw.uni-bremen.de/
THRIVE-RITE,"""Natural Compounds to enhance Productivity, Quality and Health in Intensive Farming Systems.""",http://www.thriverite.eu/
PROS,Priorities for Road Safety Research in Europe,
DYNAMIC,DYNamic feedbacks of climate impacts on current Adaptation and Mitigation Investment Choice,
ISA-PACK,"""A Flexible Sustainable Active and Intelligent Packaging Technology Platform Enabling Enhanced Shelf Life, Quality and Safety of Fresh Food Produce""",http://www.isapack.eu
BIO TRIANGLE,"""Streamlining bio-research in Australia, Canada, New Zealand and the United States with Europe through multilateral cooperation activities""",
NEWCOMPACTISM,New Urbanism vs Compact City: Investigation of the relationships between urban micro- and macro- scale effects on travel behaviour,
IDENTITY CODE,"""Behavioural syndromes, division of labour and communication of identity in complex insect societies""",
TNP-HGNS,Self-Assembled Thermo-NanoProbes on Hollow Gold Nanoparticles For Theragnostic Applications,
LGMD2A,Development of a strategy to treat limb-girdle muscular dystrophy (LGMD2A) using combined cell and gene therapy strategies,
SPATIAL MEMORY,Cerebral representation of object-location memory,
MRHELIMAG,Spin-Transport in inhomogeneous Ferromagnets,
MEDEA,Advanced Methodologies for the Determination of the Lability of Trace Metals and Their Application to Contaminated Soils,http://www.gold.ac.uk/medea/
ENVRI,Common Operations of Environmental Research Infrastructures,
RISMAC,Measurements and Assessment of desiccation Cracks Integrity in Soils with the Application of Remedial Solutions,
SAPUSS,Solving Aerosol Problems Using Synergistic Strategies,
NONSTATENCODING,Intensity and timing encoding of naturalistic sounds in auditory brainstem neurons of cats and owls,
IN-SMC,SMOOTH MUSCLE CELL TRANSCRIPTOMICS AND INFECTIOUS AGENTS,
FITNESS LANDSCAPES,Empirical explorations of fungal fitness landscapes,
MYWEAR,"""Customized Green, Safe, Healthy and Smart Work and Sports Wear""",
SQOD,Solid-state Quantum Optical Devices,
BIOCORE,Risks of global warming: the case of coral reef ecosystems in developing countries,
ABC TRANSPORTER,Biochemical characterization of the Arabidopsis ABC transporter AtABCB14 and exploring why it exhibits an import activity,
SPINTORQOSC,Spin torque oscillators with applications in non digital computing science and communications,
BAAGS,"""Bacterial alginate: isolation, fine structure characterization and role in aerobic granular sludge formation""",
